campaign,soc,aic,workload_id,m,n,k,dtype,trans_a,trans_b,tiling_signature
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:128:256:3072:128:256:64:16:8:1:1:0:8:4:2:2:1:1:1:12:10:1:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:192:160:3072:192:160:64:10:10:1:1:0:5:5:2:2:1:1:1:8:16:0:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:448:48:3072:448:48:16:18:162:1:1:0:9:81:2:2:1:1:1:4:54:1:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:128:256:3072:128:256:64:16:8:1:1:0:8:4:2:2:1:1:1:12:10:2:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:192:160:3072:192:160:64:10:10:1:1:0:5:5:2:2:1:1:1:8:16:1:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:384:48:3072:384:48:16:20:160:1:1:0:10:80:2:2:1:1:1:4:54:1:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:128:256:3072:128:256:64:16:8:1:1:1:8:4:2:2:1:1:1:12:10:0:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:256:128:3072:256:128:64:8:16:1:1:0:4:8:2:2:1:1:1:6:20:0:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:448:48:3072:448:48:16:18:162:1:1:0:9:81:2:2:1:1:1:4:54:0:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:128:256:3072:128:256:64:16:8:1:1:0:8:4:2:2:1:2:1:6:10:0:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:256:128:3072:256:128:64:8:16:1:1:0:4:8:2:2:1:1:1:6:20:1:0
general_search_v1_round1,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:384:48:3072:384:48:16:20:160:1:1:0:10:80:2:2:1:1:1:4:54:0:0
