campaign,soc,aic,workload_id,m,n,k,dtype,trans_a,trans_b,tiling_signature,candidate_source,median_ms,ratio_vs_official,ratio_vs_bank,status_vs_official,status_vs_bank,model_ratio
general_search_v1_round2,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:128:256:3072:128:256:64:16:8:1:1:0:8:4:1:1:1:2:1:6:10:0:0,local,0.168946,1.76640370803,1.74863387978,regressed,regressed,1.54079563819
general_search_v1_round2,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:176:176:3072:176:176:64:10:10:1:1:0:5:5:2:2:1:1:1:9:15:1:0,global,0.226216,2.3651900785,2.34139397232,regressed,regressed,1.00069355205
general_search_v1_round2,Ascend910B3,20,general_holdout_balanced,1536,2560,3072,fp16,0,0,20:512:64:3072:512:64:16:16:128:1:1:0:8:64:2:2:1:1:1:3:40:1:0,diverse,0.199476,2.08561012439,2.06462695288,regressed,regressed,1.35829785775
general_search_v1_round2,Ascend910B3,20,general_holdout_tall,3072,768,4096,fp16,0,0,20:128:256:4096:128:256:64:16:8:1:1:0:8:4:1:1:1:1:1:24:3:1:0,local,0.115132,0.999030939988,0.998781486586,within_noise,within_noise,1.54955374338
general_search_v1_round2,Ascend910B3,20,general_holdout_tall,3072,768,4096,fp16,0,0,20:256:128:4096:256:128:32:16:32:1:1:0:8:16:2:2:1:1:1:12:6:1:0,global,0.114862,0.996681052097,0.996442699563,within_noise,within_noise,1.00315603811
general_search_v1_round2,Ascend910B3,20,general_holdout_tall,3072,768,4096,fp16,0,0,20:320:48:4096:320:48:16:24:168:1:1:0:12:84:2:2:1:1:1:10:16:1:0,diverse,0.114966,0.997585842262,0.997347056829,within_noise,within_noise,1.69264313171
general_search_v1_round2,Ascend910B3,20,general_holdout_wide,768,3072,4096,fp16,0,0,20:128:256:4096:128:256:64:16:8:1:1:0:8:4:1:1:1:1:2:6:6:0:0,local,0.079898,0.996383129241,0.994203791893,within_noise,within_noise,1.54955374338
general_search_v1_round2,Ascend910B3,20,general_holdout_wide,768,3072,4096,fp16,0,0,20:192:160:4096:192:160:64:10:10:1:1:0:5:5:2:2:1:1:1:4:20:1:0,global,0.079868,0.996006015876,0.993828326095,within_noise,within_noise,1.0000493131
general_search_v1_round2,Ascend910B3,20,general_holdout_wide,768,3072,4096,fp16,0,0,20:320:48:4096:320:48:16:24:168:1:1:0:12:84:2:2:1:1:1:3:64:0:0,diverse,0.07989,0.996283861198,0.994104957601,within_noise,within_noise,1.73520454713
general_search_v1_round2,Ascend910B3,20,general_holdout_large,4096,6144,4096,fp16,0,0,20:128:256:4096:128:256:64:16:8:1:1:0:8:4:1:1:1:3:1:11:24:0:0,local,1.39587,1.84713140493,1.84686190459,regressed,regressed,1.6824932971
general_search_v1_round2,Ascend910B3,20,general_holdout_large,4096,6144,4096,fp16,0,0,20:160:192:4096:160:192:64:10:10:1:1:0:5:5:2:2:1:3:1:9:32:1:0,global,1.14766,1.51867668588,1.51845530579,regressed,regressed,0.990154629157
general_search_v1_round2,Ascend910B3,20,general_holdout_large,4096,6144,4096,fp16,0,0,20:512:64:4096:512:64:16:16:128:1:1:0:8:64:2:2:1:2:1:4:96:1:0,diverse,1.59992,2.11714591793,2.11683668393,regressed,regressed,1.35462238907
general_search_v1_round2,Ascend910B3,20,general_holdout_odd,1537,2305,4099,fp16,0,0,20:128:256:4099:128:256:64:16:8:1:1:0:8:4:1:1:1:1:1:13:10:1:0,local,0.316584,1.51771783804,1.50580638944,regressed,regressed,1.63429258859
general_search_v1_round2,Ascend910B3,20,general_holdout_odd,1537,2305,4099,fp16,0,0,20:176:176:4099:176:176:64:10:10:1:1:0:5:5:2:2:1:1:1:9:14:0:0,global,0.19372,0.928703437131,0.921412709967,improved,improved,0.961312250048
general_search_v1_round2,Ascend910B3,20,general_holdout_odd,1537,2305,4099,fp16,0,0,20:448:48:4099:448:48:32:8:80:1:1:0:4:40:2:2:1:1:1:4:49:0:0,diverse,0.27908,1.33792330221,1.32742188122,regressed,regressed,1.62113100356
general_search_v1_round2,Ascend910B3,20,general_holdout_skinny_m,33,3072,8192,fp16,0,0,20:48:256:8192:48:256:64:40:8:1:1:0:20:4:2:2:1:1:1:1:12:1:0,local,0.03499,1.00166075353,0.997665462817,within_noise,within_noise,1
general_search_v1_round2,Ascend910B3,20,general_holdout_skinny_m,33,3072,8192,fp16,0,0,20:80:160:8192:80:160:64:24:12:1:1:0:12:6:2:2:1:1:1:1:20:1:0,global,0.035066,1.00383565604,0.999830028895,within_noise,within_noise,0.570439023531
general_search_v1_round2,Ascend910B3,20,general_holdout_skinny_m,33,3072,8192,fp16,0,0,20:16:16:8192:16:16:32:256:256:1:1:0:128:128:2:2:1:1:1:3:192:1:0,diverse,0.035118,1.00532419695,1.00131171835,within_noise,within_noise,1.20144678996
general_search_v1_round2,Ascend910B3,20,general_holdout_skinny_n_k8192,3072,80,8192,fp16,0,0,20:128:80:8192:128:80:64:16:16:1:1:0:8:8:2:2:1:1:1:24:1:1:0,local,0.040474,0.999800039992,0.990020592428,within_noise,within_noise,1
general_search_v1_round2,Ascend910B3,20,general_holdout_skinny_n_k8192,3072,80,8192,fp16,0,0,20:160:160:8192:160:160:64:12:12:1:1:0:6:6:2:2:1:1:1:20:1:1:0,global,0.040238,0.993976502395,0.984251968504,within_noise,within_noise,0.977735853928
general_search_v1_round2,Ascend910B3,20,general_holdout_skinny_n_k8192,3072,80,8192,fp16,0,0,20:160:80:8192:160:80:64:16:8:1:1:0:8:4:2:2:1:1:1:20:1:0:0,transfer,0.040352,0.996790335121,0.988816485548,within_noise,within_noise,0.977769344835
general_search_v1_round2,Ascend910B3,20,general_holdout_skinny_n_k8192,3072,80,8192,fp16,0,0,20:512:16:8192:512:16:16:16:512:1:1:0:8:256:2:2:1:1:1:6:5:0:0,diverse,0.040602,1.0029637579,0.999310475772,within_noise,within_noise,1.68984582491
general_search_v1_round2,Ascend910B3,20,general_holdout_shallow_k,1536,1536,256,fp16,0,0,20:128:256:256:128:256:64:16:8:1:1:0:8:4:2:2:1:2:1:6:6:0:0,local,0.010504,1.0032475122,0.985736394373,within_noise,within_noise,1.06660285995
general_search_v1_round2,Ascend910B3,20,general_holdout_shallow_k,1536,1536,256,fp16,0,0,20:256:128:256:256:128:64:8:16:1:1:0:4:8:2:2:1:1:1:6:12:1:0,global,0.010414,0.994648789512,0.977287830812,within_noise,within_noise,1
general_search_v1_round2,Ascend910B3,20,general_holdout_shallow_k,1536,1536,256,fp16,0,0,20:48:112:256:48:112:16:144:72:1:1:0:72:36:2:2:1:1:1:32:14:1:0,diverse,0.010438,0.996939396054,0.97953746241,within_noise,within_noise,1.58272811558
general_search_v1_round2,Ascend910B3,20,general_holdout_trans_a,1536,2048,3072,fp16,1,0,20:128:256:3072:128:256:64:16:8:1:1:0:8:4:1:1:1:1:1:12:8:0:0,local,0.142844,1.74830982148,1.73354390113,regressed,regressed,1.57332640525
general_search_v1_round2,Ascend910B3,20,general_holdout_trans_a,1536,2048,3072,fp16,1,0,20:256:128:3072:256:128:32:16:32:1:1:0:8:16:2:2:1:1:1:6:16:0:0,global,0.104054,1.27354790068,1.26279048917,regressed,regressed,1.00318687748
general_search_v1_round2,Ascend910B3,20,general_holdout_trans_a,1536,2048,3072,fp16,1,0,20:512:64:3072:512:64:16:16:128:1:1:0:8:64:2:2:1:1:1:3:32:1:0,diverse,0.148076,1.81234606386,1.7970388394,regressed,regressed,1.35162246105
general_search_v1_round2,Ascend910B3,20,general_holdout_trans_b,1536,2048,3072,fp16,0,1,20:128:256:3072:128:256:64:16:8:1:1:0:8:4:1:1:1:1:1:12:8:1:0,local,0.141984,1.72499150442,1.72877283061,regressed,regressed,1.57332640525
general_search_v1_round2,Ascend910B3,20,general_holdout_trans_b,1536,2048,3072,fp16,0,1,20:256:128:3072:256:128:32:16:32:1:1:0:8:16:2:2:1:1:1:6:16:1:0,global,0.093024,1.13016698217,1.13264393073,regressed,regressed,1.00318687748
general_search_v1_round2,Ascend910B3,20,general_holdout_trans_b,1536,2048,3072,fp16,0,1,20:512:64:3072:512:64:16:16:128:1:1:0:8:64:2:2:1:1:1:3:32:1:0,diverse,0.145606,1.77992951479,1.78383170618,regressed,regressed,1.35162246105
