record_key,record_type,run_id,soc,aic,mode,global_index,workload_index,workload_id,rank,shape,dtype,template,T,S,C,G,L2,median_ms,stddev_ms,tflops,speedup_vs_official,delta_pct,noise_pct,status,mark,official_ms,best_rank,ocr_complete,notes,I,L1,DB,L2O,preflight_contract,trans_a,trans_b
candidate:skinny_m_large_k:1,candidate,20260727_074700,Ascend910B3,20,full,321,17,skinny_m_large_k,1,17x4096x16384,fp16,BASE,32x208x64,32x208x16384,20,1x20,1x1(1x20),0.17252,7.76061e-05,,0.37606,165.915,1,regressed,best,,,1,,,,,,,,
candidate:skinny_m_large_k:2,candidate,20260727_074700,Ascend910B3,20,full,322,17,skinny_m_large_k,2,17x4096x16384,fp16,BASE,32x208x64,32x208x16384,20,1x20,1x1(1x20),0.172233,9.74966e-05,,0.376688,165.472,1,regressed,best,,,1,,,,,,,,
candidate:skinny_m_large_k:3,candidate,20260727_074700,Ascend910B3,20,full,323,17,skinny_m_large_k,3,17x4096x16384,fp16,BASE,32x224x64,32x224x16384,20,1x19,1x1(1x19),0.135164,8.37728e-05,,0.479993,108.336,1,regressed,best,,,1,,,,,,,,
candidate:skinny_m_large_k:4,candidate,20260727_074700,Ascend910B3,20,full,324,17,skinny_m_large_k,4,17x4096x16384,fp16,BASE,32x224x64,32x224x16384,20,1x19,1x1(1x19),0.134057,0.000122773,,0.483958,106.63,1,regressed,best,,,1,,,,,,,,
candidate:skinny_m_large_k:9,candidate,20260727_074700,Ascend910B3,20,full,329,17,skinny_m_large_k,9,17x4096x16384,fp16,BASE,32x256x64,32x256x16384,20,1x16,1x1(1x16),0.0688348,8.04575e-05,,0.942517,6.09883,1,regressed,best,,,1,,,,,,,,
candidate:skinny_m_large_k:10,candidate,20260727_074700,Ascend910B3,20,full,330,17,skinny_m_large_k,10,17x4096x16384,fp16,BASE,32x256x64,32x256x16384,20,1x16,1x1(1x16),0.0687232,6.08826e-05,,0.944048,5.92682,1,regressed,best,,,1,,,,,,,,
candidate:skinny_m_large_k:20,candidate,20260727_074700,Ascend910B3,20,full,340,17,skinny_m_large_k,20,17x4096x16384,fp16,BASE,32x320x32,32x320x16384,20,1x13,1x1(1x13),0.115596,9.56438e-05,,0.561248,78.1744,1,regressed,measured,,,1,,,,,,,,
result:skinny_m_large_k,result,20260727_074700,Ascend910B3,20,full,,17,skinny_m_large_k,,17x4096x16384,fp16,,,,,,,0.0687232,,,0.944048,,,regressed,,0.064878,10,1,,,,,,,,
baseline:skinny_n_large_k,baseline,20260727_074700,Ascend910B3,20,full,,18,skinny_n_large_k,-1,4096x17x16384,fp16,,,,,,,0.103036,0.000200036,22.1446,,,,official,,,,1,,,,,,,,
candidate:skinny_n_large_k:1,candidate,20260727_074700,Ascend910B3,20,full,341,18,skinny_n_large_k,1,4096x17x16384,fp16,BASE,208x32x64,208x32x16384,20,20x1,5x1(4x1),0.0689648,0.000357736,,1.49404,-33.0675,1,improved,best,,,1,,,,,,,,
candidate:skinny_n_large_k:10,candidate,20260727_074700,Ascend910B3,20,full,350,18,skinny_n_large_k,10,4096x17x16384,fp16,BASE,128x32x128,128x32x16384,20,32x1,8x1(4x1),0.0804748,0.000116316,,1.28036,-21.8967,1,improved,measured,,,1,,,,,,,,
failure:after_350,control_failure,20260727_074700,Ascend910B3,20,full,351,18,skinny_n_large_k,11,4096x17x16384,fp16,,,,,,,,,,,,,not_measured,,,,0,host_reported_IO_operation_on_closed_file_before_candidate_result,,,,,,,
coverage:20260727_140854,coverage,20260727_140854,Ascend910B3,20,full,1-40,1-10,,,,,,,,,,,,,,,,,success,,,,1,all_40_searched_candidates_completed_9_official_baselines_completed_1_int8_unsupported,,,,,,,
baseline:large_k_small_mn:20260727_140854,baseline,20260727_140854,Ascend910B3,20,full,,1,large_k_small_mn,-1,128x128x32768,fp16,,,,,,,0.0327812,8.74306e-05,32.7548,,,,official,,,,1,,,,,,,,
candidate:large_k_small_mn:1:20260727_140854,candidate,20260727_140854,Ascend910B3,20,full,1,1,large_k_small_mn,1,128x128x32768,fp16,BASE,32x32x512,32x32x32768,20,4x4,1x1(4x4),0.0981172,0.000132096,,0.334102,199.309,1,regressed,best,,,1,,,,,,,,
candidate:large_k_small_mn:2:20260727_140854,candidate,20260727_140854,Ascend910B3,20,full,2,1,large_k_small_mn,2,128x128x32768,fp16,BASE,16x64x256,16x64x32768,20,8x2,2x1(4x2),0.0924664,0.000217442,,0.35452,182.071,1.42985,regressed,best,,,1,,,,,,,,
candidate:large_k_small_mn:10:20260727_140854,candidate,20260727_140854,Ascend910B3,20,full,10,1,large_k_small_mn,10,128x128x32768,fp16,BASE,32x16x512,32x16x32768,20,4x8,1x2(4x5),0.186848,,,0.175443,469.985,1.83618,regressed,measured,,,0,stddev_not_visible_in_transcript,,,,,,,
candidate:large_k_small_mn:20:20260727_140854,candidate,20260727_140854,Ascend910B3,20,full,20,1,large_k_small_mn,20,128x128x32768,fp16,BASE,48x80x128,48x80x32768,20,3x2,1x1(3x2),0.231782,,,0.141431,607.056,1.92522,regressed,measured,,,0,stddev_not_visible_in_transcript,,,,,,,
result:large_k_small_mn:20260727_140854,result,20260727_140854,Ascend910B3,20,full,,1,large_k_small_mn,,128x128x32768,fp16,,,,,,,0.0924664,,,0.35452,,,regressed,,0.0327812,2,1,selection_official,,,,,,,
baseline:odd_tail_1:20260727_140854,baseline,20260727_140854,Ascend910B3,20,full,,2,odd_tail_1,-1,257x1009x4097,fp16,,,,,,,0.049586,7.94473e-05,42.851,,,,official,,,,1,,,,,,,,
candidate:odd_tail_1:1:20260727_140854,candidate,20260727_140854,Ascend910B3,20,full,21,2,odd_tail_1,1,257x1009x4097,fp16,BASE,144x112x96,144x112x4097,20,2x10,1x1(2x10),0.049518,,,1.00137,-0.137139,1,within_noise,best,,,0,stddev_not_visible_in_transcript,,,,,,,
candidate:odd_tail_1:10:20260727_140854,candidate,20260727_140854,Ascend910B3,20,full,30,2,odd_tail_1,10,257x1009x4097,fp16,BASE,176x112x64,176x112x4097,20,2x10,1x1(2x10),0.0495992,,,0.999734,0.0266181,1,within_noise,measured,,,0,stddev_not_visible_in_transcript,,,,,,,
candidate:odd_tail_1:13:20260727_140854,candidate,20260727_140854,Ascend910B3,20,full,33,2,odd_tail_1,13,257x1009x4097,fp16,BASE,160x144x96,160x144x4097,20,2x8,1x1(2x8),0.0495156,8.89315e-05,,1.00142,-0.141976,1,within_noise,best,,,1,,,,,,,,
candidate:odd_tail_1:20:20260727_140854,candidate,20260727_140854,Ascend910B3,20,full,40,2,odd_tail_1,20,257x1009x4097,fp16,BASE,176x144x64,176x144x4097,20,2x8,1x1(2x8),0.0496696,8.29385e-05,,0.998317,0.168594,1,within_noise,measured,,,1,,,,,,,,
result:odd_tail_1:20260727_140854,result,20260727_140854,Ascend910B3,20,full,,2,odd_tail_1,,257x1009x4097,fp16,,,,,,,0.0495156,,,1.00142,,,within_noise,,0.049586,13,1,selection_official,,,,,,,
baseline:odd_tail_2:20260727_140854,baseline,20260727_140854,Ascend910B3,20,full,,3,odd_tail_2,-1,1025x4097x3073,fp16,,,,,,,0.184911,0.000193378,139.579,,,,official,,,,1,,,,,,,,
result:odd_tail_2:20260727_140854,result,20260727_140854,Ascend910B3,20,full,,3,odd_tail_2,,1025x4097x3073,fp16,,,,,,,,,,,,,no_searched_candidate,,0.184911,,1,selection_official,,,,,,,
baseline:odd_tail_3:20260727_140854,baseline,20260727_140854,Ascend910B3,20,full,,4,odd_tail_3,-1,4095x11007x4093,fp16,,,,,,,1.83983,0.000366682,200.547,,,,official,,,,1,,,,,,,,
result:odd_tail_3:20260727_140854,result,20260727_140854,Ascend910B3,20,full,,4,odd_tail_3,,4095x11007x4093,fp16,,,,,,,,,,,,,no_searched_candidate,,1.83983,,1,selection_official,,,,,,,
baseline:trans_a_case:20260727_140854,baseline,20260727_140854,Ascend910B3,20,full,,5,trans_a_case,-1,4096x3072x2048,fp16,,,,,,,0.200272,9.14612e-05,257.348,,,,official,,,,1,,,,,,,,
result:trans_a_case:20260727_140854,result,20260727_140854,Ascend910B3,20,full,,5,trans_a_case,,4096x3072x2048,fp16,,,,,,,,,,,,,no_searched_candidate,,0.200272,,1,selection_official,,,,,,,
baseline:trans_b_case:20260727_140854,baseline,20260727_140854,Ascend910B3,20,full,,6,trans_b_case,-1,2048x4096x3072,fp16,,,,,,,0.197912,6.08409e-05,260.417,,,,official,,,,1,,,,,,,,
result:trans_b_case:20260727_140854,result,20260727_140854,Ascend910B3,20,full,,6,trans_b_case,,2048x4096x3072,fp16,,,,,,,,,,,,,no_searched_candidate,,0.197912,,1,selection_official,,,,,,,
baseline:trans_ab_case:20260727_140854,baseline,20260727_140854,Ascend910B3,20,full,,7,trans_ab_case,-1,1024x1536x2048,fp16,,,,,,,0.042384,2.86089e-05,152.002,,,,official,,,,1,,,,,,,,
result:trans_ab_case:20260727_140854,result,20260727_140854,Ascend910B3,20,full,,7,trans_ab_case,,1024x1536x2048,fp16,,,,,,,,,,,,,no_searched_candidate,,0.042384,,1,selection_official,,,,,,,
baseline:bf16_llm:20260727_140854,baseline,20260727_140854,Ascend910B3,20,full,,8,bf16_llm,-1,4096x11008x4096,bf16,,,,,,,1.35292,0.000193145,273.015,,,,official,,,,1,,,,,,,,
result:bf16_llm:20260727_140854,result,20260727_140854,Ascend910B3,20,full,,8,bf16_llm,,4096x11008x4096,bf16,,,,,,,,,,,,,no_searched_candidate,,1.35292,,1,selection_official,,,,,,,
baseline:fp32_square:20260727_140854,baseline,20260727_140854,Ascend910B3,20,full,,9,fp32_square,-1,2048x2048x2048,fp32,,,,,,,0.252212,2.87768e-05,68.1168,,,,official,,,,1,,,,,,,,
result:fp32_square:20260727_140854,result,20260727_140854,Ascend910B3,20,full,,9,fp32_square,,2048x2048x2048,fp32,,,,,,,,,,,,,no_searched_candidate,,0.252212,,1,selection_official,,,,,,,
result:int8_projection:20260727_140854,unsupported,20260727_140854,Ascend910B3,20,full,,10,int8_projection,,4096x4096x8192,int8,,,,,,,,,,,,,unsupported,,,,1,MatMulV3_input_path_not_supported,,,,,,,
summary:20260727_140854,run_summary,20260727_140854,Ascend910B3,20,full,1-40,1-10,,,,,,,,,,,,,,,,,no_improved_candidate,,,,1,improved_0_within_noise_1_regressed_1_no_candidate_7_unsupported_1_selected_official_9,,,,,,,
bank_control:skinny_n_large_k:20260727_224648,bank_control,20260727_224648,Ascend910B3,20,full,,18,skinny_n_large_k,0,4096x17x16384,fp16,BASE,128x32x64,128x32x16384,20,32x1,8x1(4x1),0.104695,0,,0.984152,1.61031,1,regressed,control,0.103036,,1,official_bank_seed_control,0,16x64,2x2x1,0,grid9_v1,0,0
candidate:skinny_n_large_k:rank1:20260728_004622,candidate,20260728_004622,Ascend910B3,20,full,1,1,skinny_n_large_k,1,4096x17x16384,fp16,BASE,208x32x64,208x32x16384,20,20x1,5x1(4x1),0.0748452,0.000246559,,1.37665,-27.3601,1,improved,best,0.103036,,1,focused_core_balance_official_L1_new_measurement,1,8x64,2x2x1,0,grid9_v1,0,0
candidate:skinny_n_large_k:rank4:20260727_224648,candidate,20260727_224648,Ascend910B3,20,full,343,18,skinny_n_large_k,4,4096x17x16384,fp16,BASE,208x32x64,208x32x16384,20,20x1,5x1(4x1),0.079038,0.000162997,,1.30363,-23.2909,1,improved,best,,,1,core_balance_plus_A_heavy_L1,0,16x8,1x1x1,0,grid9_v1,0,0
candidate:skinny_n_large_k:rank5:20260727_224648,candidate,20260727_224648,Ascend910B3,20,full,344,18,skinny_n_large_k,5,4096x17x16384,fp16,BASE,208x32x64,208x32x16384,20,20x1,5x1(4x1),0.076718,0.000120357,,1.34305,-25.5425,1,improved,best,,,1,core_balance_plus_A_heavy_L1,0,16x8,1x1x1,1,grid9_v1,0,0
candidate:skinny_n_large_k:rank6:20260727_224648,candidate,20260727_224648,Ascend910B3,20,full,345,18,skinny_n_large_k,6,4096x17x16384,fp16,BASE,208x32x64,208x32x16384,20,20x1,5x1(4x1),0.0683464,0.000510499,,1.50756,-33.6675,1.06427,improved,best,,,1,core_balance_plus_A_heavy_L1_input_DB,0,16x8,2x2x1,0,grid9_v1,0,0
candidate:skinny_n_large_k:rank9:20260727_224648,candidate,20260727_224648,Ascend910B3,20,full,348,18,skinny_n_large_k,9,4096x17x16384,fp16,BASE,208x32x64,208x32x16384,20,20x1,5x1(4x1),0.0674828,0.000171182,,1.52685,-34.5056,1,improved,best,,,1,measured_best_A_heavy_L1_full_DB_L2_order,0,16x8,2x2x2,1,grid9_v1,0,0
result:llm_decode_qkv_1:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,1,llm_decode_qkv_1,,1x12288x4096,fp16,,,,,,,0.050536,,,1.00565,,,within_noise,,0.0508192,15,1,broad_search_partial_result_discarded,,,,,,,
result:llm_decode_o_1:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,2,llm_decode_o_1,,1x4096x4096,fp16,,,,,,,0.0187552,,,1.00087,,,within_noise,,0.0187716,4,1,broad_search_partial_result_discarded,,,,,,,
result:llm_decode_ffn_up_1:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,3,llm_decode_ffn_up_1,,1x11008x4096,fp16,,,,,,,0.05046,,,1.00483,,,within_noise,,0.0507036,10,1,broad_search_partial_result_discarded,,,,,,,
result:llm_decode_ffn_down_1:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,4,llm_decode_ffn_down_1,,1x4096x11008,fp16,,,,,,,0.0461208,,,1.00571,,,within_noise,,0.046384,14,1,broad_search_partial_result_discarded,,,,,,,
result:llm_batch8_qkv:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,5,llm_batch8_qkv,,8x12288x4096,fp16,,,,,,,0.0534016,,,1.0056,,,within_noise,,0.0537008,5,1,broad_search_partial_result_discarded,,,,,,,
result:llm_batch32_ffn_up:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,6,llm_batch32_ffn_up,,32x11008x4096,fp16,,,,,,,0.0600484,,,0.999347,,,within_noise,,0.0600092,19,1,broad_search_partial_result_discarded,,,,,,,
result:llm_prefill128_qkv:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,7,llm_prefill128_qkv,,128x12288x4096,fp16,,,,,,,0.0639264,,,1.01041,,,improved,,0.0645916,10,1,only_1.00095x_vs_same_path_bank_not_proven,,,,,,,
result:llm_prefill512_ffn_up:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,8,llm_prefill512_ffn_up,,512x11008x4096,fp16,,,,,,,0.180687,,,1.00724,,,within_noise,,0.181996,18,1,broad_search_partial_result_discarded,,,,,,,
result:llm_prefill2048_ffn_down:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,9,llm_prefill2048_ffn_down,,2048x4096x11008,fp16,,,,,,,0.792969,,,1.00256,,,within_noise,,0.795001,9,1,broad_search_partial_result_discarded,,,,,,,
result:llm_full_4096_ffn_up:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,10,llm_full_4096_ffn_up,,4096x11008x4096,fp16,,,,,,,1.77397,,,0.767003,,,regressed,,1.36064,10,1,broad_generic_anchor_failure,,,,,,,
result:llm_full_4096_ffn_down:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,11,llm_full_4096_ffn_down,,4096x4096x11008,fp16,,,,,,,1.38152,,,0.999213,,,within_noise,,1.38043,2,1,broad_search_partial_result_discarded,,,,,,,
result:llm_8192_square:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,12,llm_8192_square,,8192x8192x8192,fp16,,,,,,,4.08998,,,0.989526,,,regressed,,4.04714,19,1,broad_generic_anchor_failure,,,,,,,
result:attention_score_128:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,13,attention_score_128,,128x128x128,fp16,,,,,,,0.0033352,,,0.958623,,,within_noise,,0.0031972,1,1,high_measurement_noise,,,,,,,
result:attention_score_1024:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,14,attention_score_1024,,1024x1024x128,fp16,,,,,,,0.0097784,,,0.96388,,,regressed,,0.0094252,7,1,broad_search_partial_result_discarded,,,,,,,
result:attention_value_1024:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,15,attention_value_1024,,1024x128x1024,fp16,,,,,,,0.0059184,,,0.99831,,,within_noise,,0.0059084,11,1,broad_search_partial_result_discarded,,,,,,,
result:vision_projection:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,16,vision_projection,,3136x4096x1024,fp16,,,,,,,0.107279,,,1.0007,,,within_noise,,0.107354,17,1,broad_search_partial_result_discarded,,,,,,,
result:skinny_m_large_k:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,17,skinny_m_large_k,,17x4096x16384,fp16,,,,,,,0.0797536,,,0.813481,,,regressed,,0.064878,2,1,asymmetry_confirms_skinny_M_is_different_family,,,,,,,
result:skinny_n_large_k:20260727_224648,result,20260727_224648,Ascend910B3,20,full,,18,skinny_n_large_k,,4096x17x16384,fp16,,,,,,,0.0674828,,,1.52685,,,improved,,0.103036,9,1,only_robust_improvement_and_active_scope,,,,,,,
result:skinny_n_large_k:20260728_015915,result,20260728_015915,Ascend910B3,20,full,,36,skinny_n_large_k,,4096x17x16384,fp16,,,,,,,0.0674828,0.000171182,,1.52685,-34.5056,,improved,,0.103036,4,1,exact_resume_confirmed_known_anchor,,,,,,0,0
result:skinny_n_holdout_m3072_k8192:20260728_015915,result,20260728_015915,Ascend910B3,20,full,,33,skinny_n_holdout_m3072_k8192,,3072x17x8192,fp16,,,,,,,0.0670132,0.0001176,,0.998967,0.103375,,within_noise,,0.066944,1,1,initial_skinny_hypothesis_not_improved,,,,,,0,0
result:skinny_n_holdout_n24_k12288:20260728_015915,result,20260728_015915,Ascend910B3,20,full,,35,skinny_n_holdout_n24_k12288,,4096x24x12288,fp16,,,,,,,0.159046,0.00118356,,1.00111,-0.110789,,within_noise,,0.159223,3,1,initial_skinny_hypothesis_not_improved,,,,,,0,0
result:skinny_n_holdout_m4608_n31:20260728_015915,result,20260728_015915,Ascend910B3,20,full,,34,skinny_n_holdout_m4608_n31,,4608x31x16384,fp16,,,,,,,0.073756,0.000265536,,1.45776,-31.4015,,improved,,0.107518,2,1,k16384_skinny_holdout_improved,,,,,,0,0
result:skinny_n_boundary_n33:20260728_015915,result,20260728_015915,Ascend910B3,20,full,,32,skinny_n_boundary_n33,,4096x33x16384,fp16,,,,,,,0.093862,0.00039209,,1.00052,-0.0519637,,within_noise,,0.0939108,2,1,n33_boundary_not_improved,,,,,,0,0
result:large_k_small_mn:20260728_015915,result,20260728_015915,Ascend910B3,20,full,,13,large_k_small_mn,,128x128x32768,fp16,,,,,,,0.031082,0.000088605,,1.05467,-5.18346,,improved,,0.0327812,1,1,aligned_deterministic_iterate_order_anchor,,,,,,0,0
bank_control:skinny_n_holdout_m4608_n31:20260728_015915,bank_control,20260728_015915,Ascend910B3,20,full,,21,skinny_n_holdout_m4608_n31,0,4608x31x16384,fp16,BASE,128x32x64,128x32x16384,20,36x1,9x1(4x1),0.105924,,,1.01505,-1.48291,1,improved,bank_control,0.107518,,1,official_bank_seed_control,0,16x64,2x2x1,0,grid9_v1,0,0
candidate:skinny_n_holdout_m4608_n31:rank1:20260728_015915,candidate,20260728_015915,Ascend910B3,20,full,53,21,skinny_n_holdout_m4608_n31,1,4608x31x16384,fp16,BASE,240x32x64,240x32x16384,20,20x1,5x1(4x1),0.0837728,0.000250615,,1.28345,-22.0851,1,improved,best,0.107518,,1,skinny_n_ablation_core_balance,0,8x64,2x2x1,0,grid9_v1,0,0
candidate:skinny_n_holdout_m4608_n31:rank2:20260728_015915,candidate,20260728_015915,Ascend910B3,20,full,54,21,skinny_n_holdout_m4608_n31,2,4608x31x16384,fp16,BASE,240x32x64,240x32x16384,20,20x1,5x1(4x1),0.073756,0.000265536,,1.45776,-31.4015,1,improved,best,0.107518,2,1,skinny_n_ablation_l1_rebalance,0,16x8,2x2x1,0,grid9_v1,0,0
