record_key,record_type,run_id,soc,aic,mode,global_index,workload_index,workload_id,rank,shape,dtype,template,T,S,C,G,L2,median_ms,stddev_ms,tflops,speedup_vs_official,delta_pct,noise_pct,status,mark,official_ms,best_rank,ocr_complete,notes,I,L1,DB,L2O,preflight_contract,trans_a,trans_b
baseline:20260728_045208:skinny_n_k16384_holdout_m3072_n17,baseline,20260728_045208,Ascend910B3,20,full,,41,skinny_n_k16384_holdout_m3072_n17,-1,3072x17x16384,fp16,,,,,,,0.0998632,0.000141247,17.1362,,,,success,,0.0998632,,1,structured_from_successful_net_log1_terminal_log,,,,,,0,0
bank_control:20260728_045208:skinny_n_k16384_holdout_m3072_n17,bank_control,20260728_045208,Ascend910B3,20,full,,41,skinny_n_k16384_holdout_m3072_n17,0,3072x17x16384,fp16,BASE,128x32x64,128x32x16384,20,24x1,1x1(24x1),0.100736,0,16.9877306226,,,,within_noise,,0.0998632,,1,structured_from_successful_net_log1_terminal_log; L2O reconstructed from official bank seed,0,16x64,2x2x1,0,grid9_v1,0,0
baseline:20260728_045208:skinny_n_k16384_holdout_m4096_n24,baseline,20260728_045208,Ascend910B3,20,full,,42,skinny_n_k16384_holdout_m4096_n24,-1,4096x24x16384,fp16,,,,,,,0.101098,0.000200164,31.8623,,,,success,,0.101098,,1,structured_from_successful_net_log1_terminal_log,,,,,,0,0
bank_control:20260728_045208:skinny_n_k16384_holdout_m4096_n24,bank_control,20260728_045208,Ascend910B3,20,full,,42,skinny_n_k16384_holdout_m4096_n24,0,4096x24x16384,fp16,BASE,128x32x64,128x32x16384,20,32x1,8x1(4x1),0.103626,0,31.0851086793,,,,regressed,,0.101098,,1,structured_from_successful_net_log1_terminal_log; L2O reconstructed from official bank seed,0,16x64,2x2x1,0,grid9_v1,0,0
baseline:20260728_045208:skinny_n_k16384_holdout_m5120_n29,baseline,20260728_045208,Ascend910B3,20,full,,43,skinny_n_k16384_holdout_m5120_n29,-1,5120x29x16384,fp16,,,,,,,0.108315,0.000241363,44.919,,,,success,,0.108315,,1,structured_from_successful_net_log1_terminal_log,,,,,,0,0
bank_control:20260728_045208:skinny_n_k16384_holdout_m5120_n29,bank_control,20260728_045208,Ascend910B3,20,full,,43,skinny_n_k16384_holdout_m5120_n29,0,5120x29x16384,fp16,BASE,128x32x64,128x32x16384,20,40x1,10x1(4x1),0.106654,0,45.6184731937,,,,improved,,0.108315,,1,structured_from_successful_net_log1_terminal_log; L2O reconstructed from official bank seed,0,16x64,2x2x1,0,grid9_v1,0,0
baseline:20260728_045208:det_split_k_aligned_holdout_k16384,baseline,20260728_045208,Ascend910B3,20,full,,44,det_split_k_aligned_holdout_k16384,-1,128x128x16384,fp16,,,,,,,0.0280296,9.95981e-05,19.1537,,,,success,,0.0280296,,1,structured_from_successful_net_log1_terminal_log,,,,,,0,0
bank_control:20260728_045208:det_split_k_aligned_holdout_k16384,bank_control,20260728_045208,Ascend910B3,20,full,,44,det_split_k_aligned_holdout_k16384,0,128x128x16384,fp16,DETERMINISTIC_SPLIT_K,128x128x128,384x128x384,20,1x1,1x1(8x1),0.0288948,0,18.5801913147,,,,regressed,,0.0280296,,1,structured_from_successful_net_log1_terminal_log; L2O reconstructed from official bank seed,1,9x6,2x2x2,0,grid9_v1,0,0
baseline:20260728_045208:det_split_k_aligned_holdout_k49152,baseline,20260728_045208,Ascend910B3,20,full,,45,det_split_k_aligned_holdout_k49152,-1,128x128x49152,fp16,,,,,,,0.0366844,8.78302e-05,43.9046,,,,success,,0.0366844,,1,structured_from_successful_net_log1_terminal_log,,,,,,0,0
bank_control:20260728_045208:det_split_k_aligned_holdout_k49152,bank_control,20260728_045208,Ascend910B3,20,full,,45,det_split_k_aligned_holdout_k49152,0,128x128x49152,fp16,DETERMINISTIC_SPLIT_K,128x128x128,384x128x384,20,1x1,1x1(8x1),0.036796,0,43.7714081965,,,,within_noise,,0.0366844,,1,structured_from_successful_net_log1_terminal_log; L2O reconstructed from official bank seed,1,9x6,2x2x2,0,grid9_v1,0,0
baseline:20260728_045208:det_split_k_aligned_holdout_k65536,baseline,20260728_045208,Ascend910B3,20,full,,46,det_split_k_aligned_holdout_k65536,-1,128x128x65536,fp16,,,,,,,0.0567772,0.000145644,37.823,,,,success,,0.0567772,,1,structured_from_successful_net_log1_terminal_log,,,,,,0,0
bank_control:20260728_045208:det_split_k_aligned_holdout_k65536,bank_control,20260728_045208,Ascend910B3,20,full,,46,det_split_k_aligned_holdout_k65536,0,128x128x65536,fp16,DETERMINISTIC_SPLIT_K,128x128x128,384x128x384,20,1x1,1x1(8x1),0.0607888,0,35.3269623352,,,,regressed,,0.0567772,,1,structured_from_successful_net_log1_terminal_log; L2O reconstructed from official bank seed,1,9x6,2x2x2,0,grid9_v1,0,0
candidate:20260728_045208:llm_decode_o_1:1,candidate,20260728_045208,Ascend910B3,20,full,1,2,llm_decode_o_1,1,1x4096x4096,fp16,BASE,16x208x64,16x208x4096,20,1x20,1x1(1x20),0.0187944,6.25991e-05,1.78534201677,0.998787,0.121457,1,within_noise,best,0.0187716,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,128x8,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:llm_decode_ffn_down_1:1,candidate,20260728_045208,Ascend910B3,20,full,2,4,llm_decode_ffn_down_1,1,1x4096x11008,fp16,BASE,16x208x64,16x208x11008,20,1x20,1x1(1x20),0.0463656,2.83203e-05,1.94492330521,0.995738,0.428001,1,within_noise,best,0.046168,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,128x8,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:llm_prefill128_qkv:1,candidate,20260728_045208,Ascend910B3,20,full,3,7,llm_prefill128_qkv,1,128x12288x4096,fp16,BASE,128x208x64,128x208x4096,20,1x60,1x1(1x60),0.0643544,3.74643e-05,200.217885459,1.00369,-0.367222,1,within_noise,best,0.0645916,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,16x8,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:llm_prefill512_ffn_up:1,candidate,20260728_045208,Ascend910B3,20,full,4,8,llm_prefill512_ffn_up,1,512x11008x4096,fp16,BASE,128x256x64,128x256x4096,20,4x43,1x3(4x15),0.181997,2.7047e-05,253.690436831,0.999996,0.000441375,1,within_noise,best,0.181996,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l2_tail_transition; L2O reconstructed from named transition,0,16x8,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:llm_prefill512_ffn_up:2,candidate,20260728_045208,Ascend910B3,20,full,5,8,llm_prefill512_ffn_up,2,512x11008x4096,fp16,BASE,128x256x64,128x256x4096,20,4x43,1x2(4x22),0.181995,3.04707e-05,253.693224715,1,-0.00043896,1,within_noise,best,0.181996,,1,structured_from_successful_net_log1_terminal_log; cause=terminal_omitted; L2O reconstructed from named transition,0,16x8,2x2x1,2,grid9_v1,0,0
candidate:20260728_045208:llm_prefill2048_ffn_down:1,candidate,20260728_045208,Ascend910B3,20,full,6,9,llm_prefill2048_ffn_down,1,2048x4096x11008,fp16,BASE,128x256x64,128x256x11008,20,16x16,1x2(16x8),0.794114,0.000118133,232.565593514,1.00112,-0.111162,1,within_noise,best,0.795001,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l2_reuse_b_col_first; L2O reconstructed from named transition,0,16x8,2x2x1,2,grid9_v1,0,0
candidate:20260728_045208:llm_full_4096_ffn_up:1,candidate,20260728_045208,Ascend910B3,20,full,7,10,llm_full_4096_ffn_up,1,4096x11008x4096,fp16,BASE,128x256x64,128x256x4096,20,32x43,3x2(11x22),1.36648,0.000361051,270.305593537,0.989578,1.05321,1,regressed,best,1.35224,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l2_reuse_b_col_first; L2O reconstructed from named transition,0,16x8,2x2x1,2,grid9_v1,0,0
candidate:20260728_045208:attention_score_1024:1,candidate,20260728_045208,Ascend910B3,20,full,8,14,attention_score_1024,1,1024x1024x128,fp16,BASE,128x208x64,128x208x128,20,8x5,1x1(8x5),0.0096124,5.5894e-05,27.9259556406,0.980525,1.98616,1,regressed,best,0.0094252,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,16x8,2x2x1,0,grid9_v1,0,1
candidate:20260728_045208:attention_value_1024:1,candidate,20260728_045208,Ascend910B3,20,full,9,15,attention_value_1024,1,1024x128x1024,fp16,BASE,112x64x128,112x64x1024,20,10x2,1x1(10x2),0.00611,2.44361e-05,43.9337898527,0.967005,3.41209,1,regressed,best,0.0059084,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,8x16,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:vision_projection:1,candidate,20260728_045208,Ascend910B3,20,full,10,16,vision_projection,1,3136x4096x1024,fp16,BASE,128x256x64,128x256x1024,20,25x16,1x1(25x16),0.106658,6.73783e-05,246.645115116,1.00653,-0.648695,1,within_noise,best,0.107354,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l2_reuse_b_col_first; L2O reconstructed from named transition,0,16x8,2x2x1,2,grid9_v1,0,0
candidate:20260728_045208:skinny_m_large_k:1,candidate,20260728_045208,Ascend910B3,20,full,11,17,skinny_m_large_k,1,17x4096x16384,fp16,BASE,32x208x64,32x208x16384,20,1x20,1x1(1x20),0.170923,0.000181059,13.3492939862,0.379574,163.453,1,regressed,best,0.064878,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,64x8,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:skinny_m_large_k:2,candidate,20260728_045208,Ascend910B3,20,full,12,17,skinny_m_large_k,2,17x4096x16384,fp16,BASE,32x256x64,32x256x16384,20,1x16,1x3(1x6),0.064922,0.000108084,35.1452724192,0.999322,0.067818,1,within_noise,best,0.064878,,1,structured_from_successful_net_log1_terminal_log; cause=terminal_omitted; L2O reconstructed from named transition,0,64x8,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:skinny_n_holdout_m3072_k8192:1,candidate,20260728_045208,Ascend910B3,20,full,17,19,skinny_n_holdout_m3072_k8192,1,3072x17x8192,fp16,BASE,160x32x64,160x32x8192,20,20x1,1x1(20x1),0.0675864,0.000136779,12.6599140656,0.990495,0.959605,1,within_noise,best,0.066944,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,12x60,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:skinny_n_holdout_n24_k12288:1,candidate,20260728_045208,Ascend910B3,20,full,18,20,skinny_n_holdout_n24_k12288,1,4096x24x12288,fp16,BASE,208x32x64,208x32x12288,20,20x1,1x1(20x1),0.165355,0.000389295,14.6104992531,0.962917,3.85108,1,regressed,best,0.159223,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,8x64,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:skinny_n_boundary_n33:1,candidate,20260728_045208,Ascend910B3,20,full,23,22,skinny_n_boundary_n33,1,4096x33x16384,fp16,BASE,208x48x64,208x48x16384,20,20x1,1x1(20x1),0.080212,0.000235067,55.2184838179,1.17078,-14.587,1,improved,best,0.0939108,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,8x40,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:odd_tail_1:1,candidate,20260728_045208,Ascend910B3,20,full,25,24,odd_tail_1,1,257x1009x4097,fp16,BASE,128x176x64,128x176x4097,20,3x6,1x1(3x6),0.0497212,8.46458e-05,42.7345020233,0.997281,0.272654,1,within_noise,best,0.049586,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l1_packet_b; L2O reconstructed from named transition,0,12x12,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:odd_tail_2:1,candidate,20260728_045208,Ascend910B3,20,full,27,25,odd_tail_2,1,1025x4097x3073,fp16,BASE,128x256x64,128x256x3073,20,9x17,1x1(9x17),0.186154,0.000237158,138.6468518,0.993323,0.672217,1,within_noise,best,0.184911,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l2_reuse_b_col_first; L2O reconstructed from named transition,0,16x8,2x2x1,2,grid9_v1,0,0
candidate:20260728_045208:odd_tail_3:1,candidate,20260728_045208,Ascend910B3,20,full,28,26,odd_tail_3,1,4095x11007x4093,fp16,BASE,128x256x64,128x256x4093,20,32x43,3x2(11x22),1.84096,0.000410155,200.424246964,0.999385,0.061531,1,within_noise,best,1.83983,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l2_reuse_b_col_first; L2O reconstructed from named transition,0,16x8,2x2x1,2,grid9_v1,0,0
candidate:20260728_045208:trans_a_case:1,candidate,20260728_045208,Ascend910B3,20,full,29,27,trans_a_case,1,4096x3072x2048,fp16,BASE,128x256x64,128x256x2048,20,32x12,1x1(32x12),0.200722,5.85234e-05,256.77109411,0.99776,0.224498,1,within_noise,best,0.200272,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l2_reuse_a_row_first; L2O reconstructed from named transition,0,16x8,2x2x1,1,grid9_v1,1,0
candidate:20260728_045208:trans_b_case:1,candidate,20260728_045208,Ascend910B3,20,full,30,28,trans_b_case,1,2048x4096x3072,fp16,BASE,128x256x64,128x256x3072,20,16x16,1x1(16x16),0.197614,4.32268e-05,260.809495036,1.00151,-0.150368,1,within_noise,best,0.197912,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l2_reuse_b_col_first; L2O reconstructed from named transition,0,16x8,2x2x1,2,grid9_v1,0,1
candidate:20260728_045208:trans_ab_case:1,candidate,20260728_045208,Ascend910B3,20,full,31,29,trans_ab_case,1,1024x1536x2048,fp16,BASE,208x128x64,208x128x2048,20,5x12,1x1(5x12),0.041942,2.75261e-05,153.603808688,1.01054,-1.04285,1,improved,best,0.042384,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/bottleneck_core_grid_round_boundary; L2O reconstructed from named transition,0,8x16,2x2x1,0,grid9_v1,1,1
candidate:20260728_045208:bf16_llm:1,candidate,20260728_045208,Ascend910B3,20,full,33,30,bf16_llm,1,4096x11008x4096,bf16,BASE,128x256x64,128x256x4096,20,32x43,3x2(11x22),1.36123,0.000272673,271.348109765,0.993898,0.613901,1,within_noise,best,1.35292,,1,structured_from_successful_net_log1_terminal_log; cause=mte2/bottleneck_l2_reuse_b_col_first; L2O reconstructed from named transition,0,16x8,2x2x1,2,grid9_v1,0,0
candidate:20260728_045208:single_core_split_k_aligned:1,candidate,20260728_045208,Ascend910B3,20,full,34,33,single_core_split_k_aligned,1,4096x4096x32768,fp16,SINGLE_CORE_SPLIT_K,128x128x128,416x2048x384,20,10x2,8x4(4x4),10.2075,0.00924643,107.716054644,0.610216,63.8764,1,regressed,best,6.22875,,1,structured_from_successful_net_log1_terminal_log; cause=l2_capacity/bottleneck_sc_split_k_inner_n; L2O reconstructed from named transition,1,9x6,2x2x2,1,grid9_v1,0,0
candidate:20260728_045208:single_core_split_k_unaligned:1,candidate,20260728_045208,Ascend910B3,20,full,35,34,single_core_split_k_unaligned,1,4097x4097x32769,fp16,SINGLE_CORE_SPLIT_K,128x128x128,416x2176x384,20,10x2,9x4(4x5),9.88982,0.00101692,111.233787373,0.794705,25.8328,1,regressed,best,7.85949,,1,structured_from_successful_net_log1_terminal_log; cause=l2_capacity/bottleneck_sc_split_k_inner_n; L2O reconstructed from named transition,1,9x6,2x2x2,1,grid9_v1,0,0
candidate:20260728_045208:skinny_n_k16384_holdout_m3072_n17:1,candidate,20260728_045208,Ascend910B3,20,full,36,41,skinny_n_k16384_holdout_m3072_n17,1,3072x17x16384,fp16,BASE,160x32x64,160x32x16384,20,20x1,5x1(4x1),0.0624984,9.56166e-05,27.3811174686,1.59785,-37.416,1,improved,best,0.0998632,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/skinny_n_ablation_l1_rebalance; L2O reconstructed from named transition,0,16x8,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:skinny_n_k16384_holdout_m4096_n24:1,candidate,20260728_045208,Ascend910B3,20,full,37,42,skinny_n_k16384_holdout_m4096_n24,1,4096x24x16384,fp16,BASE,208x32x64,208x32x16384,20,20x1,5x1(4x1),0.0695908,0.000201924,46.2880937135,1.45276,-31.1653,1,improved,best,0.101098,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/skinny_n_ablation_l0c_double_buffer; L2O reconstructed from named transition,0,16x8,2x2x2,0,grid9_v1,0,0
candidate:20260728_045208:skinny_n_k16384_holdout_m4096_n24:2,candidate,20260728_045208,Ascend910B3,20,full,38,42,skinny_n_k16384_holdout_m4096_n24,2,4096x24x16384,fp16,BASE,208x32x64,208x32x16384,20,20x1,5x1(4x1),0.0688736,0.000196718,46.7701045393,1.46788,-31.8747,1,improved,best,0.101098,,1,structured_from_successful_net_log1_terminal_log; cause=terminal_omitted; L2O reconstructed from named transition,0,16x8,2x2x2,1,grid9_v1,0,0
candidate:20260728_045208:skinny_n_k16384_holdout_m4096_n24:4,candidate,20260728_045208,Ascend910B3,20,full,40,42,skinny_n_k16384_holdout_m4096_n24,4,4096x24x16384,fp16,BASE,208x32x64,208x32x16384,20,20x1,5x1(4x1),0.068666,0.000200235,46.9115060146,1.47232,-32.08,1,improved,best,0.101098,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/skinny_n_ablation_l1_rebalance; L2O reconstructed from named transition,0,16x8,2x2x1,0,grid9_v1,0,0
candidate:20260728_045208:skinny_n_k16384_holdout_m5120_n29:1,candidate,20260728_045208,Ascend910B3,20,full,41,43,skinny_n_k16384_holdout_m5120_n29,1,5120x29x16384,fp16,BASE,256x32x64,256x32x16384,20,20x1,5x1(4x1),0.099614,0.000734799,48.842458289,1.08735,-8.03288,1,improved,best,0.108315,,1,structured_from_successful_net_log1_terminal_log; cause=l2_tail/skinny_n_ablation_l0c_double_buffer; L2O reconstructed from named transition,0,8x8,2x2x2,0,grid9_v1,0,0
candidate:20260728_045208:skinny_n_k16384_holdout_m5120_n29:2,candidate,20260728_045208,Ascend910B3,20,full,42,43,skinny_n_k16384_holdout_m5120_n29,2,5120x29x16384,fp16,BASE,256x32x64,256x32x16384,20,20x1,5x1(4x1),0.0872652,0.000309361,55.7540994577,1.24121,-19.4337,1,improved,best,0.108315,,1,structured_from_successful_net_log1_terminal_log; cause=terminal_omitted; L2O reconstructed from named transition,0,8x8,2x2x2,1,grid9_v1,0,0
candidate:20260728_045208:det_split_k_aligned_holdout_k16384:1,candidate,20260728_045208,Ascend910B3,20,full,45,44,det_split_k_aligned_holdout_k16384,1,128x128x16384,fp16,DETERMINISTIC_SPLIT_K,128x128x128,384x128x384,20,1x1,1x1(8x1),0.025376,0.000136902,21.1566406053,1.10457,-9.46713,1.246,improved,best,0.0280296,,1,structured_from_successful_net_log1_terminal_log; cause=core_grid/official_seed_iterate_order_ablation; L2O reconstructed from named transition,0,9x6,2x2x2,0,grid9_v1,0,0
candidate:20260728_045208:det_split_k_aligned_holdout_k49152:1,candidate,20260728_045208,Ascend910B3,20,full,46,45,det_split_k_aligned_holdout_k49152,1,128x128x49152,fp16,DETERMINISTIC_SPLIT_K,128x128x128,384x128x384,20,1x1,1x1(8x1),0.0335332,8.09324e-05,48.0303918505,1.09397,-8.59003,1,improved,best,0.0366844,,1,structured_from_successful_net_log1_terminal_log; cause=l2_tail/official_seed_iterate_order_ablation; L2O reconstructed from named transition,0,9x6,2x2x2,0,grid9_v1,0,0
candidate:20260728_045208:det_split_k_aligned_holdout_k65536:1,candidate,20260728_045208,Ascend910B3,20,full,47,46,det_split_k_aligned_holdout_k65536,1,128x128x65536,fp16,DETERMINISTIC_SPLIT_K,128x128x128,384x128x384,20,1x1,1x1(8x1),0.0654656,0.00010649,32.8032378532,0.867283,15.3026,1,regressed,best,0.0567772,,1,structured_from_successful_net_log1_terminal_log; cause=l2_tail/official_seed_iterate_order_ablation; L2O reconstructed from named transition,0,9x6,2x2x2,0,grid9_v1,0,0
coverage:20260728_045208,coverage,20260728_045208,Ascend910B3,20,full,1-47,1-46,,,,,,,,,,,,,,,,,success,,,,1,complete_bottleneck_frontier_46_workloads_47_candidates_exact_resume_137,,,,,,,
candidate:20260728_064346:skinny_n_holdout_m3072_k8192:rank2,candidate,20260728_064346,Ascend910B3,20,full,13,19,skinny_n_holdout_m3072_k8192,2,3072x17x8192,fp16,BASE,160x32x64,160x32x8192,20,20x1,5x1(4x1),0.067008,0.0001239,,0.999045,0.0956014,1,within_noise,best,0.066944,,1,structured_from_successful_net_log2_terminal_log; cause=core_grid/skinny_n_low_k_l1_rebalance; low_k_skinny_n_extrapolation_not_supported,0,16x8,2x2x1,0,grid9_v1,0,0
candidate:20260728_064346:skinny_n_holdout_n24_k12288:rank1,candidate,20260728_064346,Ascend910B3,20,full,14,20,skinny_n_holdout_n24_k12288,1,4096x24x12288,fp16,BASE,208x32x64,208x32x12288,20,20x1,5x1(4x1),0.180941,0.000331413,,0.879971,13.6401,1,regressed,best,0.159223,,1,structured_from_successful_net_log2_terminal_log; cause=core_grid/skinny_n_low_k_l2_partition; low_k_skinny_n_extrapolation_not_supported,0,8x64,2x2x1,0,grid9_v1,0,0
coverage:20260728_064346,coverage,20260728_064346,Ascend910B3,20,full,1-26,1-46,,,,,,,,,,,,,,,,,success,,,,1,net_log2_completed_with_67_history_reuse_and_4_new_npu_searched_pending; low_k_skinny_n_not_supported; k16384_skinny_n_supported,,,,,,,
candidate:20260729_170044:odd_tail_2:1,candidate,20260729_170044,Ascend910B3,20,full,4,30,odd_tail_2,1,1025x4097x3073,fp16,BASE,128x256x64,128x256x3073,20,9x17,1x1(9x17),1.39174,0.494083,18.5448906046,0.132863,652.655,,regressed,best,0.184911,,1,structured_from_successful_20260729_terminal_log; cause=mte2/bank_advantage_iterate_order_ablation; iterateOrder direction rejected,1,16x8,2x2x1,0,grid9_v1,0,0
candidate:20260729_170044:trans_ab_case:1,candidate,20260729_170044,Ascend910B3,20,full,5,44,trans_ab_case,1,1024x1536x2048,fp16,BASE,256x128x64,256x128x2048,20,4x12,1x1(4x12),0.042818,0.331415,150.461276659,0.989864,1.02397,,within_noise,best,0.042384,,1,structured_from_successful_20260729_terminal_log; cause=core_grid/bank_advantage_iterate_order_ablation; iterateOrder direction rejected,1,8x16,2x2x1,0,grid9_v1,1,1
coverage:20260729_170044,coverage,20260729_170044,Ascend910B3,20,full,1-10,1-46,,,,,,,,,,,,,,,,,success,,,,1,completed_bank_advantage_order_ablation; exact_rows=100; both_new_iterateOrder_candidates_not_improved,,,,,,,
candidate:20260729_172955:skinny_n_boundary_holdout_m3072_n40:1,candidate,20260729_172955,Ascend910B3,20,full,4,35,skinny_n_boundary_holdout_m3072_n40,1,3072x40x16384,fp16,BASE,160x48x64,160x48x16384,20,20x1,1x1(20x1),0.069284,0.000216871,58.1163304659,1.31797,-24.1259,1,improved,best,0.0913144,,1,structured_from_successful_20260729_terminal_log; cause=core_grid/skinny_n_boundary_k16384_one_block_per_aic; preregistered N=40 holdout improved versus official and bank,0,8x40,2x2x1,0,grid9_v1,0,0
candidate:20260729_172955:skinny_n_boundary_holdout_m4096_n47:1,candidate,20260729_172955,Ascend910B3,20,full,5,36,skinny_n_boundary_holdout_m4096_n47,1,4096x47x16384,fp16,BASE,208x48x64,208x48x16384,20,20x1,1x1(20x1),0.0785904,0.000132999,80.2672236813,1.22472,-18.349,1,improved,best,0.0962516,,1,structured_from_successful_20260729_terminal_log; cause=core_grid/skinny_n_boundary_k16384_one_block_per_aic; preregistered N=47 holdout improved versus official and bank,0,8x40,2x2x1,0,grid9_v1,0,0
candidate:20260729_172955:skinny_n_boundary_holdout_m5120_n48:1,candidate,20260729_172955,Ascend910B3,20,full,6,37,skinny_n_boundary_holdout_m5120_n48,1,5120x48x16384,fp16,BASE,256x48x64,256x48x16384,20,20x1,1x1(20x1),0.0977752,0.000312774,82.363049935,1.05084,-4.83795,1,improved,best,0.102746,,1,structured_from_successful_20260729_terminal_log; cause=l2_tail/skinny_n_boundary_k16384_one_block_per_aic; preregistered N=48 holdout improved versus official and bank,0,8x40,2x2x1,0,grid9_v1,0,0
coverage:20260729_172955,coverage,20260729_172955,Ascend910B3,20,full,1-12,1-49,,,,,,,,,,,,,,,,,success,,,,1,completed_skinny_n_boundary_holdouts; exact_rows=108; all_three_preregistered_n40_n47_n48_holdouts_improved,,,,,,,
baseline:20260729_223958:skinny_n_boundary64_holdout_m3072_n49,baseline,20260729_223958,Ascend910B3,20,full,,35,skinny_n_boundary64_holdout_m3072_n49,,3072x49x16384,fp16,,,,,,,0.09862,0.000123534,,,,,,,0.09862,,1,structured_from_successful_20260729_boundary64_terminal_log; same-run official baseline,,,,,,0,0
candidate:20260729_223958:skinny_n_boundary64_holdout_m3072_n49:1,candidate,20260729_223958,Ascend910B3,20,full,7,35,skinny_n_boundary64_holdout_m3072_n49,1,3072x49x16384,fp16,BASE,160x64x64,160x64x16384,20,20x1,1x1(20x1),0.0693124,0.000119344,,1.42283,-29.7177,1,improved,best,0.09862,1,1,structured_from_successful_20260729_boundary64_terminal_log; same-run bank_ms=0.100987; preregistered baseN64 holdout improved versus official and bank,0,8x32,2x2x1,0,grid9_v1,0,0
baseline:20260729_223958:skinny_n_boundary64_holdout_m4096_n56,baseline,20260729_223958,Ascend910B3,20,full,,36,skinny_n_boundary64_holdout_m4096_n56,,4096x56x16384,fp16,,,,,,,0.1027,0.000137532,,,,,,,0.1027,,1,structured_from_successful_20260729_boundary64_terminal_log; same-run official baseline,,,,,,0,0
candidate:20260729_223958:skinny_n_boundary64_holdout_m4096_n56:1,candidate,20260729_223958,Ascend910B3,20,full,8,36,skinny_n_boundary64_holdout_m4096_n56,1,4096x56x16384,fp16,BASE,208x64x64,208x64x16384,20,20x1,1x1(20x1),0.081528,0.000176453,,1.25969,-20.6154,1,improved,best,0.1027,1,1,structured_from_successful_20260729_boundary64_terminal_log; same-run bank_ms=0.103818; preregistered baseN64 holdout improved versus official and bank,0,8x32,2x2x1,0,grid9_v1,0,0
baseline:20260729_223958:skinny_n_boundary64_holdout_m5120_n64,baseline,20260729_223958,Ascend910B3,20,full,,37,skinny_n_boundary64_holdout_m5120_n64,,5120x64x16384,fp16,,,,,,,0.098008,0.000100018,,,,,,,0.098008,,1,structured_from_successful_20260729_boundary64_terminal_log; same-run official baseline,,,,,,0,0
candidate:20260729_223958:skinny_n_boundary64_holdout_m5120_n64:1,candidate,20260729_223958,Ascend910B3,20,full,9,37,skinny_n_boundary64_holdout_m5120_n64,1,5120x64x16384,fp16,BASE,256x64x64,256x64x16384,20,20x1,1x1(20x1),0.085094,0.000283788,,1.15176,-13.1765,1,improved,best,0.098008,1,1,structured_from_successful_20260729_boundary64_terminal_log; same-run bank_ms=0.0978336; preregistered baseN64 holdout improved versus official and bank,0,8x32,2x2x1,0,grid9_v1,0,0
coverage:20260729_223958,coverage,20260729_223958,Ascend910B3,20,full,1-15,1-52,,,,,,,,,,,,,,,,,success,,,,1,completed_boundary64_holdouts; all_three_preregistered_n49_n56_n64_holdouts_improved; N48 cross-run comparison invalid and scheduled for paired baseN64 crossover,,,,,,,
