record_id,run_id,soc,aic,toolkit,workload_id,m,n,k,dtype,trans_a,trans_b,candidate_role,candidate_source,tiling_signature,bank_tiling_signature,success,preflight_mode,median_ms,official_ms,bank_ms,status_vs_official,status_vs_bank,pair_validated
net_log28:template_v2_al1_02:rank3,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_02,128,5376,1024,bf16,0,1,searched,calibration_template_probe,9:128:608:1024:48:64:48:22:2:1:1:0:22:1:2:2:2:1:1:1:9:2:10,,1,numeric_signed_axes_full_v3,0.0139383995533,0.0139499998093,0.0139139997959,within_noise,within_noise,1
net_log28:template_v2_al1_02:rank4,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_02,128,5376,1024,bf16,0,1,searched,calibration_template_probe,20:128:272:1024:96:112:32:32:2:1:1:0:32:1:1:1:1:1:1:1:20:1:10,,1,numeric_signed_axes_full_v3,0.0139155995846,0.0139499998093,0.0139139997959,within_noise,within_noise,1
net_log28:template_v2_al1_02:rank5,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_02,128,5376,1024,bf16,0,1,searched,calibration_template_probe,2:128:2688:1024:16:160:16:64:1:1:1:0:64:1:2:1:1:1:1:1:2:2:10,,1,numeric_signed_axes_full_v3,0.0139300000668,0.0139499998093,0.0139067995548,within_noise,within_noise,1
net_log28:template_v2_al1_02:rank6,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_02,128,5376,1024,bf16,0,1,searched,calibration_template_probe,14:128:384:1024:64:32:16:64:2:1:1:1:64:1:1:2:1:1:1:1:14:1:10,,1,numeric_signed_axes_full_v3,0.0138935995102,0.0139499998092,0.0139067995548,within_noise,within_noise,1
net_log28:template_v2_al1_02:rank7,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_02,128,5376,1024,bf16,0,1,searched,calibration_template_probe,20:128:272:1024:64:32:32:32:2:1:1:0:32:1:1:2:1:1:1:1:20:0:10,,1,numeric_signed_axes_full_v3,0.0140708005428,0.0139499998093,0.0139067995548,within_noise,within_noise,1
net_log28:template_v2_al1_02:rank8,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_02,128,5376,1024,bf16,0,1,searched,calibration_template_probe,4:128:1344:1024:64:32:32:32:2:1:1:0:32:1:1:2:1:1:1:1:4:0:10,,1,numeric_signed_axes_full_v3,0.014045599699,0.0139499998093,0.0139067995548,within_noise,within_noise,1
net_log28:template_v2_al1_03:rank1,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_03,144,5504,512,fp32,1,0,searched,calibration_template_probe,4:144:1376:512:64:96:16:32:2:1:1:1:32:1:1:1:1:1:1:1:4:1:10,,1,numeric_signed_axes_full_v3,0.0347600007057,0.0347663998605,0.0348548007011,within_noise,within_noise,1
net_log28:template_v2_al1_03:rank2,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_03,144,5504,512,fp32,1,0,searched,calibration_template_probe,20:144:288:512:96:32:16:32:2:1:1:0:32:1:2:2:2:1:1:1:20:0:10,,1,numeric_signed_axes_full_v3,0.0348575997353,0.0347663998604,0.0348548007011,within_noise,within_noise,1
net_log28:template_v2_al1_03:rank3,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_03,144,5504,512,fp32,1,0,searched,calibration_template_probe,11:144:512:512:16:80:16:32:1:1:1:0:32:1:2:1:1:1:1:1:11:2:10,,1,numeric_signed_axes_full_v3,0.0350835990906,0.0347663998604,0.0348548007011,within_noise,within_noise,1
net_log28:template_v2_al1_03:rank4,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_03,144,5504,512,fp32,1,0,searched,calibration_template_probe,20:144:288:512:64:64:48:11:2:1:1:0:11:1:1:1:1:1:1:1:20:1:10,,1,numeric_signed_axes_full_v3,0.0349419999123,0.0347663998604,0.0348548007011,within_noise,within_noise,1
net_log28:template_v2_al1_03:rank5,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_03,144,5504,512,fp32,1,0,searched,calibration_template_probe,4:144:1376:512:48:64:16:32:1:1:1:1:32:1:2:2:2:1:1:1:4:2:10,,1,numeric_signed_axes_full_v3,0.0354035997391,0.0348255991936,0.0354936003686,regressed,within_noise,1
net_log28:template_v2_al1_03:rank6,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_03,144,5504,512,fp32,1,0,searched,calibration_template_probe,20:144:288:512:128:64:16:32:2:1:1:1:32:1:1:2:1:1:1:1:20:0:10,,1,numeric_signed_axes_full_v3,0.0351304006577,0.0348255991936,0.0354936003684,within_noise,improved,1
net_log28:template_v2_al1_03:rank7,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_03,144,5504,512,fp32,1,0,searched,calibration_template_probe,14:144:400:512:64:16:16:32:2:1:1:1:32:1:1:1:1:1:1:1:14:2:10,,1,numeric_signed_axes_full_v3,0.0347388005257,0.0348255991935,0.0354936003684,within_noise,improved,1
net_log28:template_v2_al1_03:rank8,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_03,144,5504,512,fp32,1,0,searched,calibration_template_probe,4:144:1376:512:128:64:16:32:2:1:1:1:32:1:1:2:1:1:1:1:4:0:10,,1,numeric_signed_axes_full_v3,0.0348559999466,0.0348255991936,0.0354936003684,within_noise,improved,1
net_log28:template_v2_al1_04:rank1,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_04,176,5632,512,fp32,1,1,searched,calibration_template_probe,4:176:1408:512:48:64:16:32:1:1:1:1:32:1:2:2:2:1:1:1:4:2:10,,1,numeric_signed_axes_full_v3,0.0416444015503,0.0418219995499,0.0420363998415,within_noise,within_noise,1
net_log28:template_v2_al1_04:rank2,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_04,176,5632,512,fp32,1,1,searched,calibration_template_probe,20:176:288:512:160:48:16:32:2:1:1:0:32:1:1:2:1:1:1:1:20:1:10,,1,numeric_signed_axes_full_v3,0.0422488021851,0.0418219995499,0.0420363998413,within_noise,within_noise,1
net_log28:template_v2_al1_04:rank3,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_04,176,5632,512,fp32,1,1,searched,calibration_template_probe,9:176:640:512:80:16:16:32:2:1:1:1:32:1:1:2:1:1:1:1:9:1:10,,1,numeric_signed_axes_full_v3,0.0414915990829,0.0418219995497,0.0420363998415,within_noise,improved,1
net_log28:template_v2_al1_04:rank4,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_04,176,5632,512,fp32,1,1,searched,calibration_template_probe,5:176:1136:512:16:80:16:32:1:1:1:0:32:1:2:1:1:1:1:1:5:2:10,,1,numeric_signed_axes_full_v3,0.0427920007706,0.0418219995499,0.0420363998413,regressed,regressed,1
net_log28:template_v2_al1_04:rank5,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_04,176,5632,512,fp32,1,1,searched,calibration_template_probe,2:176:2816:512:48:176:16:32:2:1:1:1:32:1:2:1:1:1:1:1:2:0:10,,1,numeric_signed_axes_full_v3,0.0417611980438,0.0422168016436,0.0425644016265,improved,improved,1
net_log28:template_v2_al1_04:rank6,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_04,176,5632,512,fp32,1,1,searched,calibration_template_probe,4:176:1408:512:160:48:16:32:2:1:1:0:32:1:1:2:1:1:1:1:4:1:10,,1,numeric_signed_axes_full_v3,0.0420480012894,0.0422168016434,0.0425644016267,within_noise,within_noise,1
net_log28:template_v2_al1_04:rank7,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_04,176,5632,512,fp32,1,1,searched,calibration_template_probe,20:176:288:512:64:32:16:32:2:1:1:0:32:1:2:2:1:1:1:1:20:1:10,,1,numeric_signed_axes_full_v3,0.0416803979874,0.0422168016436,0.0425644016267,improved,improved,1
net_log28:template_v2_al1_04:rank8,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_04,176,5632,512,fp32,1,1,searched,calibration_template_probe,4:176:1408:512:80:48:16:32:1:1:1:0:32:1:2:2:1:1:1:1:4:2:10,,1,numeric_signed_axes_full_v3,0.0421275997162,0.0422168016433,0.0425644016267,within_noise,improved,1
net_log28:template_v2_al1_05:rank1,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_05,192,5760,1024,fp16,0,0,searched,calibration_template_probe,2:192:2880:1024:16:192:16:64:1:1:1:1:64:1:2:1:1:1:1:1:2:2:10,,1,numeric_signed_axes_full_v3,0.0180639994144,0.0180768001079,0.0180996000767,within_noise,within_noise,1
net_log28:template_v2_al1_05:rank2,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_05,192,5760,1024,fp16,0,0,searched,calibration_template_probe,20:192:288:1024:64:32:32:32:2:1:1:0:32:1:1:2:1:1:1:1:20:0:10,,1,numeric_signed_axes_full_v3,0.0181040000916,0.018076800108,0.0180996000767,within_noise,within_noise,1
net_log28:template_v2_al1_05:rank3,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_05,192,5760,1024,fp16,0,0,searched,calibration_template_probe,4:192:1440:1024:192:16:16:64:2:1:1:0:64:1:1:1:1:1:1:1:4:2:10,,1,numeric_signed_axes_full_v3,0.018358399868,0.018076800108,0.0180996000767,regressed,within_noise,1
net_log28:template_v2_al1_05:rank4,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_05,192,5760,1024,fp16,0,0,searched,calibration_template_probe,9:192:640:1024:64:64:48:22:2:1:1:1:22:1:2:2:1:1:1:1:9:1:10,,1,numeric_signed_axes_full_v3,0.0180988001823,0.018076800108,0.0180996000767,within_noise,within_noise,1
net_log28:template_v2_al1_05:rank5,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_05,192,5760,1024,fp16,0,0,searched,calibration_template_probe,20:192:288:1024:192:16:16:64:2:1:1:0:64:1:1:1:1:1:1:1:20:2:10,,1,numeric_signed_axes_full_v3,0.0183448004723,0.018076800108,0.0180683994293,regressed,regressed,1
net_log28:template_v2_al1_05:rank6,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_05,192,5760,1024,fp16,0,0,searched,calibration_template_probe,4:192:1440:1024:64:32:32:32:2:1:1:0:32:1:1:2:1:1:1:1:4:0:10,,1,numeric_signed_axes_full_v3,0.0183619999886,0.018076800108,0.0180683994293,regressed,regressed,1
net_log28:template_v2_al1_05:rank7,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_05,192,5760,1024,fp16,0,0,searched,calibration_template_probe,20:192:288:1024:96:112:32:32:2:1:1:0:32:1:1:1:1:1:1:1:20:1:10,,1,numeric_signed_axes_full_v3,0.018140399456,0.018076800108,0.0180683994293,within_noise,within_noise,1
net_log28:template_v2_al1_05:rank8,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_05,192,5760,1024,fp16,0,0,searched,calibration_template_probe,14:192:416:1024:64:32:16:64:2:1:1:1:64:1:1:2:1:1:1:1:14:1:10,,1,numeric_signed_axes_full_v3,0.0181439995766,0.018076800108,0.0180683994293,within_noise,within_noise,1
net_log28:template_v2_al1_06:rank1,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_06,208,5888,1024,bf16,0,1,searched,calibration_template_probe,4:208:1472:1024:192:16:16:64:2:1:1:0:64:1:1:1:1:1:1:1:4:2:10,,1,numeric_signed_axes_full_v3,0.0182568001747,0.018337199688,0.0183171999455,within_noise,within_noise,1
net_log28:template_v2_al1_06:rank2,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_06,208,5888,1024,bf16,0,1,searched,calibration_template_probe,20:208:304:1024:64:64:48:22:2:1:1:1:22:1:2:2:1:1:1:1:20:1:10,,1,numeric_signed_axes_full_v3,0.0183687996864,0.018337199688,0.0183171999454,within_noise,within_noise,1
net_log28:template_v2_al1_06:rank3,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_06,208,5888,1024,bf16,0,1,searched,calibration_template_probe,2:208:2944:1024:16:192:16:64:2:1:1:1:64:1:2:1:1:1:1:1:2:0:10,,1,numeric_signed_axes_full_v3,0.0182788002491,0.0183371996879,0.0183171999454,within_noise,within_noise,1
net_log28:template_v2_al1_06:rank4,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_06,208,5888,1024,bf16,0,1,searched,calibration_template_probe,20:208:304:1024:64:16:32:32:2:1:1:0:32:1:1:1:1:1:1:1:20:0:10,,1,numeric_signed_axes_full_v3,0.0183487999439,0.018337199688,0.0183171999454,within_noise,within_noise,1
net_log28:template_v2_al1_06:rank5,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_06,208,5888,1024,bf16,0,1,searched,calibration_template_probe,16:208:368:1024:192:16:16:64:2:1:1:0:64:1:1:2:1:1:1:1:16:1:10,,1,numeric_signed_axes_full_v3,0.0183332002163,0.0182428002357,0.0183171999454,within_noise,within_noise,1
net_log28:template_v2_al1_06:rank6,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_06,208,5888,1024,bf16,0,1,searched,calibration_template_probe,4:208:1472:1024:64:32:32:32:2:1:1:0:32:1:1:2:1:1:1:1:4:0:10,,1,numeric_signed_axes_full_v3,0.0184863996506,0.0182428002357,0.0183171999454,regressed,within_noise,1
net_log28:template_v2_al1_06:rank7,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_06,208,5888,1024,bf16,0,1,searched,calibration_template_probe,19:208:320:1024:128:32:16:64:1:1:1:1:64:1:1:2:1:1:1:1:19:2:10,,1,numeric_signed_axes_full_v3,0.0184923994541,0.0182428002357,0.0183171999454,regressed,within_noise,1
net_log28:template_v2_al1_06:rank8,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_al1_06,208,5888,1024,bf16,0,1,searched,calibration_template_probe,6:208:992:1024:16:160:16:64:1:1:1:0:64:1:2:1:1:1:1:1:6:2:10,,1,numeric_signed_axes_full_v3,0.018252799511,0.0182428002357,0.0183171999454,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_01:rank1,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_01,20736,608,128,fp16,0,0,searched,calibration_template_probe,16:1296:608:128:16:16:128:1:38:1:38:1:1:1:1:1:1:16:1:1:1:2:20,,1,numeric_signed_axes_full_v3,0.0629587984085,0.0629587984085,0.0636431980134,within_noise,improved,1
net_log28:template_v2_bl1_fix_01:rank2,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_01,20736,608,128,fp16,0,0,searched,calibration_template_probe,20:560:608:128:240:48:16:16:208:1:13:1:8:8:2:2:2:1:1:38:1:1:20,,1,numeric_signed_axes_full_v3,0.0638992023468,0.0629587984085,0.0636431980133,regressed,within_noise,1
net_log28:template_v2_bl1_fix_01:rank3,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_01,20736,608,128,fp16,0,0,searched,calibration_template_probe,4:5184:608:128:128:272:96:2:6:1:3:0:2:2:2:1:1:1:1:4:1:2:20,,1,numeric_signed_axes_full_v3,0.0629583978653,0.0629587984085,0.0636431980134,within_noise,improved,1
net_log28:template_v2_bl1_fix_01:rank4,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_01,20736,608,128,fp16,0,0,searched,calibration_template_probe,4:5184:608:128:48:16:16:16:304:1:38:0:8:8:1:2:1:1:1:4:1:0:20,,1,numeric_signed_axes_full_v3,0.0636344003677,0.0629587984085,0.0636431980132,regressed,within_noise,1
net_log28:template_v2_bl1_fix_01:rank5,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_01,20736,608,128,fp16,0,0,searched,calibration_template_probe,20:720:608:128:416:16:16:16:608:1:38:1:8:8:1:1:1:29:1:1:1:2:20,,1,numeric_signed_axes_full_v3,0.0633012008667,0.0629587984085,0.0638571977618,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_01:rank6,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_01,20736,608,128,fp16,0,0,searched,calibration_template_probe,20:256:608:128:256:128:64:2:10:1:5:0:2:2:2:2:1:1:1:0:0:0:1020,,1,numeric_signed_axes_full_v3,0.0639012002945,0.0629587984085,0.0638571977615,regressed,within_noise,1
net_log28:template_v2_bl1_fix_02:rank1,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_02,20992,608,144,bf16,0,1,searched,calibration_template_probe,16:1312:608:144:16:16:144:1:38:1:38:1:1:1:1:1:1:16:1:1:1:2:20,,1,numeric_signed_axes_full_v3,1.02013160706,0.067347202301,0.0703072023392,regressed,regressed,1
net_log28:template_v2_bl1_fix_02:rank2,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_02,20992,608,144,bf16,0,1,searched,calibration_template_probe,20:688:608:144:256:32:48:6:114:1:19:0:3:3:2:2:1:3:1:12:1:1:20,,0,runtime_rejected,,,,,,0
net_log28:template_v2_bl1_fix_02:rank3,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_02,20992,608,144,bf16,0,1,searched,calibration_template_probe,1:20992:608:144:64:48:16:9:234:1:13:0:9:9:1:1:1:1:1:1:1:0:20,,1,numeric_signed_axes_full_v3,3.71060852051,0.0673472023009,0.0703072023393,regressed,regressed,1
net_log28:template_v2_bl1_fix_02:rank4,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_02,20992,608,144,bf16,0,1,searched,calibration_template_probe,20:624:608:144:32:64:32:10:100:1:10:1:5:5:2:1:1:1:1:34:1:1:20,,0,runtime_rejected,,,,,,0
net_log28:template_v2_bl1_fix_02:rank5,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_02,20992,608,144,bf16,0,1,searched,calibration_template_probe,3:7008:608:144:48:16:16:9:342:1:38:0:9:9:1:2:1:3:1:1:1:2:20,,1,numeric_signed_axes_full_v3,4.75487731934,0.0673472023008,0.0703072023393,regressed,regressed,1
net_log28:template_v2_bl1_fix_02:rank6,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_02,20992,608,144,bf16,0,1,searched,calibration_template_probe,20:256:608:144:256:128:64:3:15:1:5:0:3:3:2:2:1:1:1:0:0:0:1020,,0,runtime_rejected,,,,,,0
net_log28:template_v2_bl1_fix_03:rank1,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_03,21248,624,160,fp16,1,0,searched,calibration_template_probe,1:21248:624:160:32:16:80:4:78:1:39:1:2:2:1:2:1:1:1:1:1:0:20,,1,numeric_signed_axes_full_v3,0.082783203125,0.0828164005281,0.0828487968447,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_03:rank2,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_03,21248,624,160,fp16,1,0,searched,calibration_template_probe,20:688:624:160:288:192:16:20:40:1:4:0:10:10:2:1:1:3:1:12:1:0:20,,1,numeric_signed_axes_full_v3,0.0828507995605,0.082816400528,0.0828487968445,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_03:rank3,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_03,21248,624,160,fp16,1,0,searched,calibration_template_probe,19:1120:624:160:144:336:32:10:20:1:2:1:5:5:1:2:1:1:1:19:1:1:20,,1,numeric_signed_axes_full_v3,0.0827408027649,0.0828164005277,0.0828487968442,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_03:rank4,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_03,21248,624,160,fp16,1,0,searched,calibration_template_probe,12:1776:624:160:16:16:80:2:78:1:39:1:2:2:2:1:1:4:1:3:1:1:20,,1,numeric_signed_axes_full_v3,0.0828048038483,0.0828164005278,0.0828487968449,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_03:rank5,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_03,21248,624,160,fp16,1,0,searched,calibration_template_probe,9:2368:624:160:192:32:128:4:40:1:20:1:2:2:1:1:1:5:1:2:1:2:20,,1,numeric_signed_axes_full_v3,0.0827912044525,0.0828291988372,0.0828487968441,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_03:rank6,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_03,21248,624,160,fp16,1,0,searched,calibration_template_probe,20:256:624:160:256:128:64:3:15:1:5:0:3:3:2:2:1:1:1:0:0:0:1020,,1,numeric_signed_axes_full_v3,0.0828544044495,0.0828291988373,0.0828487968445,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_04:rank1,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_04,21504,640,176,bf16,1,1,searched,calibration_template_probe,2:10752:640:176:32:112:16:22:66:1:6:1:11:11:2:1:1:1:1:2:1:2:20,,1,numeric_signed_axes_full_v3,0.0500347995758,0.0500640010832,0.0496727991104,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_04:rank2,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_04,21504,640,176,bf16,1,1,searched,calibration_template_probe,18:1200:640:176:608:96:16:11:77:1:7:1:11:11:1:2:1:1:1:18:1:1:20,,1,numeric_signed_axes_full_v3,0.0496524000168,0.0500640010833,0.0496727991105,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_04:rank3,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_04,21504,640,176,bf16,1,1,searched,calibration_template_probe,20:704:640:176:128:128:16:22:55:1:5:0:11:11:2:2:2:3:1:11:1:2:20,,1,numeric_signed_axes_full_v3,0.0500220012665,0.0500640010834,0.0496727991104,within_noise,within_noise,1
net_log28:template_v2_bl1_fix_04:rank4,net_log28,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,template_v2_bl1_fix_04,21504,640,176,bf16,1,1,searched,calibration_template_probe,20:640:640:176:32:64:32:12:120:1:10:1:6:6:2:1:1:1:1:34:1:1:20,,1,numeric_signed_axes_full_v3,0.0496611976624,0.0500640010833,0.0496727991106,within_noise,within_noise,1
