campaign,soc,aic,workload_id,m,n,k,dtype,trans_a,trans_b,tiling_signature
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,14:384:3584:384:128:128:128:9:6:3:1:1:3:3:2:2:2:1:1:7:1:1:3
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,14:384:3584:384:128:128:128:9:6:3:1:1:3:3:2:2:2:1:1:7:1:2:3
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,20:1280:368:5120:32:16:96:16:16:2:2:0:4:4:1:2:1:1:1:2:10:0:0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,20:640:720:5120:16:96:128:4:16:1:4:1:2:2:2:2:1:2:2:2:4:2:0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,20:640:720:5120:48:160:160:16:4:4:2:1:2:2:2:1:1:1:3:4:2:0:0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,12:192:784:32:64:16:32:3:4:3:2:1:1:1:1:1:1:6:1:1:2:1:2
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,14:160:1280:3073:16:1280:16:4:2:1:1:0:2:2:1:1:1:4:1:2:2:0:0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,14:512:224:3073:32:224:96:16:8:2:1:1:4:4:1:1:1:1:3:2:3:0:0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,14:512:224:3073:64:224:64:16:4:4:1:1:2:2:2:2:1:2:1:1:7:0:0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,16:144:784:128:48:16:128:6:2:3:2:1:1:1:1:2:1:1:1:8:2:2:2
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,16:256:400:3073:48:32:48:4:2:2:1:0:1:1:1:2:1:1:1:4:4:0:0
