campaign,soc,aic,workload_id,m,n,k,dtype,trans_a,trans_b,tiling_signature,candidate_source,median_ms,ratio_vs_official,ratio_vs_bank,status_vs_official,status_vs_bank,model_ratio,verified,structured_verified
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,14:384:3584:384:128:128:128:9:6:3:1:1:3:3:2:2:2:1:1:7:1:1:3,feedback_regression_counterfactual,0.641941604614,1.85690250942,1.85653744873,regressed,regressed,2.257066846283463,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,14:384:3584:384:128:128:128:9:6:3:1:1:3:3:2:2:2:1:1:7:1:2:3,feedback_regression_counterfactual,0.665471572876,1.92716707643,1.9240311071,regressed,regressed,2.064891870024627,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,20:1280:368:5120:32:16:96:16:16:2:2:0:4:4:1:2:1:1:1:2:10:0:0,runtime_rejected,0,3,3,runtime_rejected,runtime_rejected,3,0,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,20:640:720:5120:16:96:128:4:16:1:4:1:2:2:2:2:1:2:2:2:4:2:0,runtime_rejected,0,3,3,runtime_rejected,runtime_rejected,3,0,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_aligned,2560,3584,5120,bf16,0,0,20:640:720:5120:48:160:160:16:4:4:2:1:2:2:2:1:1:1:3:4:2:0:0,runtime_rejected,0,3,3,runtime_rejected,runtime_rejected,3,0,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,12:192:784:32:64:16:32:3:4:3:2:1:1:1:1:1:1:6:1:1:2:1:2,contract_global,0.155375204086,1.00175112924,1.0024879649,within_noise,within_noise,1.0008383676135653,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,14:160:1280:3073:16:1280:16:4:2:1:1:0:2:2:1:1:1:4:1:2:2:0:0,contract_global,0.154831199646,1.00002580874,1.00107585625,within_noise,within_noise,0.9994664568391657,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,14:512:224:3073:32:224:96:16:8:2:1:1:4:4:1:1:1:1:3:2:3:0:0,contract_global,0.155019598007,0.999458428848,1.00019357812,within_noise,within_noise,1.0001818177872948,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,14:512:224:3073:64:224:64:16:4:4:1:1:2:2:2:2:1:2:1:1:7:0:0,contract_global,0.155020399094,0.999463593696,1.00019874677,within_noise,within_noise,1.0002674337750905,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,16:144:784:128:48:16:128:6:2:3:2:1:1:1:1:2:1:1:1:8:2:2:2,contract_global,0.154703598022,0.999201653676,1.00025083581,within_noise,within_noise,1.0005288267633137,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,16:256:400:3073:48:32:48:4:2:2:1:0:1:1:1:2:1:1:1:4:4:0:0,contract_global,0.155273199081,1.00109347199,1.00182982391,within_noise,within_noise,1.0002449117532073,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,18:176:528:3073:80:48:32:4:2:1:1:1:2:2:2:1:1:1:1:6:3:0:0,contract_global,0.154991998672,0.999280487551,1.00001550594,within_noise,within_noise,1.0001732734703848,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,18:352:272:3073:16:16:80:16:8:4:1:0:4:4:1:2:1:1:1:3:6:0:0,contract_global,0.15508600235,0.999886557811,1.00062202199,within_noise,within_noise,1.0004277656075864,1,0
strict_paired_net_log17,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,18:352:272:3073:48:16:80:8:2:2:1:1:2:2:1:1:1:1:2:3:3:0:0,contract_global,0.154954395294,0.999038047154,0.999772887212,within_noise,within_noise,1.0005397848280335,1,0
