campaign,soc,aic,workload_id,m,n,k,dtype,trans_a,trans_b,tiling_signature,candidate_source,median_ms,ratio_vs_official,ratio_vs_bank,status_vs_official,status_vs_bank,model_ratio,verified,structured_verified
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,16:128:784:3073:32:32:48:16:4:4:1:0:4:4:2:1:1:8:1:1:2:0:0,contract_global,0.259544792175,0.988132280084,0.970426348351,within_noise,within_noise,1.0003610652497668,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,16:256:400:3073:48:48:16:8:32:1:2:0:8:8:1:1:1:1:1:4:4:0:0,contract_global,0.269496002197,1.02601827181,1.00763347673,within_noise,within_noise,1.0007684783582966,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:1024:16:3073:16:16:448:8:4:1:1:1:4:4:2:2:2:1:5:1:20:1:0,contract_global,0.154699602127,0.588968359937,0.578414880628,improved,improved,1.0002230250471873,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:112:128:3073:96:32:320:2:8:1:4:1:1:1:1:2:1:3:3:4:5:0:0,contract_global,0.154629201889,0.588700333954,0.57815165729,improved,improved,1.0004302382758623,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:112:224:3073:64:224:64:8:16:1:1:0:8:8:2:1:1:1:1:10:7:0:0,contract_global,0.369091186523,1.40519450474,1.3800154083,within_noise,within_noise,1.0004219834543855,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:208:400:2560:32:16:160:16:16:1:1:0:16:16:1:2:1:3:1:2:4:1:2,contract_global,0.256836395264,0.977820940788,0.960299773658,within_noise,within_noise,0.9998198016730254,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:208:400:2560:32:16:160:16:32:1:1:0:16:16:1:2:1:3:1:2:4:2:2,contract_global,0.26361000061,1.00360923743,0.985625980538,within_noise,within_noise,0.9997927704001413,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:256:320:3073:48:48:16:8:32:1:4:1:4:4:2:1:1:1:3:4:2:0:0,contract_global,0.258312797546,0.983441861707,0.965819975638,within_noise,within_noise,1.0006714985772407,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:256:320:3073:64:80:160:4:8:1:2:1:4:4:2:2:2:1:3:4:2:0:0,contract_global,0.261137599945,0.994196376999,0.976381785233,within_noise,within_noise,1.000418839155596,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:32:272:3073:32:32:1024:2:4:1:2:1:1:1:1:1:1:6:1:6:6:1:0,contract_global,0.152939195633,0.582266185457,0.571832799626,improved,improved,1.0000693320094358,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:32:400:3073:16:64:512:2:1:2:1:0:1:1:1:1:1:32:4:1:1:2:0,contract_global,0.152860002518,0.581964683459,0.571536700117,improved,improved,1.000456661824556,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:48:272:3073:16:64:256:1:1:1:1:1:1:1:2:2:2:22:3:1:2:2:0,contract_global,0.401553192139,1.52878302045,1.50138939275,within_noise,within_noise,1.0005404848730537,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,20:80:144:3073:80:64:128:8:8:1:2:1:4:4:2:1:1:1:11:13:1:0:0,contract_global,0.338639602661,1.28926001519,1.2661583007,within_noise,within_noise,1.000602531183388,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,2:640:1552:3073:640:16:48:4:16:1:2:0:4:4:1:2:1:1:1:2:1:0:0,contract_global,0.154724798203,0.589064285791,0.578509087626,improved,improved,1.000198019066172,1,0
coarse_paired_net_log18,Ascend910B3,20,external_v2_bf16_odd,1023,1537,3073,bf16,0,0,9:1024:176:3073:16:176:48:16:4:4:1:0:4:4:2:2:1:1:9:1:1:0:0,contract_global,0.274172000885,1.04382061416,1.02511682631,within_noise,within_noise,0.9995313194958321,1,0
