campaign,soc,aic,workload_id,m,n,k,dtype,trans_a,trans_b,tiling_signature
one_shot_net_log24,Ascend910B3,20,oneshot_v2_01,3072,3840,5888,fp16,0,0,16:3072:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:1:10:1:3
one_shot_net_log24,Ascend910B3,20,oneshot_v2_02,2591,3413,5633,fp16,0,0,15:2592:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:1:9:1:3
one_shot_net_log24,Ascend910B3,20,oneshot_v2_03,6400,1408,6656,fp16,0,0,18:384:1408:384:128:128:128:9:6:3:1:1:3:3:2:2:2:1:1:17:1:0:3
one_shot_net_log24,Ascend910B3,20,oneshot_v2_04,1408,6400,6656,fp16,0,0,18:1408:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:1:17:1:3
one_shot_net_log24,Ascend910B3,20,oneshot_v2_05,6912,7424,8448,fp16,0,0,20:384:128:384:128:128:128:9:6:3:1:1:3:3:2:2:2:3:3:6:20:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_06,2816,3072,448,fp16,0,0,20:384:128:384:128:128:128:9:6:3:1:1:3:3:2:2:2:2:5:4:5:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_07,2304,2816,28672,fp16,0,0,20:384:128:384:128:128:128:9:6:3:1:1:3:3:2:2:2:2:5:3:5:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_08,448,320,28672,fp16,0,0,20:448:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:1:1:1:3
one_shot_net_log24,Ascend910B3,20,oneshot_v2_09,895,673,18433,fp16,0,0,20:896:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:1:2:1:3
one_shot_net_log24,Ascend910B3,20,oneshot_v2_10,113,5632,14336,fp16,0,0,20:128:256:512:128:128:128:8:8:1:1:1:4:4:2:2:2:1:2:1:11:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_11,5632,127,14336,fp16,0,0,20:128:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:3:1:15:1:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_12,2688,3456,5376,fp16,1,0,14:2688:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:1:9:1:3
one_shot_net_log24,Ascend910B3,20,oneshot_v2_13,2560,3328,4992,fp16,0,1,13:2560:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:1:9:1:3
one_shot_net_log24,Ascend910B3,20,oneshot_v2_14,2048,2688,4352,fp16,1,1,12:2048:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:1:7:1:3
one_shot_net_log24,Ascend910B3,20,oneshot_v2_15,3840,4864,6912,bf16,0,0,20:384:128:384:128:128:128:9:6:3:1:1:3:3:2:2:2:1:3:10:16:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_16,1471,2081,4223,bf16,0,0,20:384:128:384:128:128:128:9:6:3:1:1:3:3:2:2:2:1:2:4:10:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_17,1280,1920,2560,fp32,0,0,20:384:128:192:128:128:64:9:6:3:1:1:3:3:2:2:2:1:3:4:5:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_18,96,608,4096,fp32,0,1,5:128:128:256:128:128:64:8:8:1:1:1:4:4:2:2:2:1:3:1:2:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_19,960,1408,1920,fp32,1,0,20:128:384:192:128:128:64:6:9:1:3:0:3:3:2:2:2:2:1:5:4:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_20,704,960,1408,fp32,1,1,16:384:128:192:128:128:64:9:6:3:1:1:3:3:2:2:2:1:1:2:8:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_21,64,512,4096,fp32,0,1,2:128:384:192:128:128:64:6:9:1:3:0:3:3:2:2:2:1:1:1:2:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_22,49152,320,320,fp16,0,0,20:256:64:320:256:64:64:8:32:1:1:0:4:16:2:2:2:48:1:4:5:0:0
one_shot_net_log24,Ascend910B3,20,oneshot_v2_23,320,224,12288,fp32,0,0,3:128:384:192:128:128:64:6:9:1:3:0:3:3:2:2:2:1:1:3:1:0:2
one_shot_net_log24,Ascend910B3,20,oneshot_v2_24,1664,2432,320,bf16,0,0,20:128:256:320:128:256:64:16:8:1:1:0:8:4:2:2:1:4:2:4:5:0:0
