record_id,run_id,soc,aic,toolkit,workload_id,m,n,k,dtype,trans_a,trans_b,candidate_role,candidate_source,tiling_signature,bank_tiling_signature,success,preflight_mode,median_ms,official_ms,bank_ms,status_vs_official,status_vs_bank,pair_validated
net_log33:compact_data_driven:oneshot_v5_26:rank1,net_log33_compact_data_driven,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_26,53248,176,192,fp16,0,0,searched,compact_data_driven:compact_data_driven,20:128:176:192:128:176:64:10:10:1:1:0:5:5:2:2:1:104:1:4:1:0:0,,1,numeric_signed_axes_full_v3,0.0682452011108,0.0683300018313,0.0683128023147,within_noise,within_noise,1
net_log33:compact_data_driven:oneshot_v5_28:rank1,net_log33_compact_data_driven,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_28,384,53248,1536,fp16,0,0,searched,compact_data_driven:compact_data_driven,20:128:256:1536:128:256:64:16:8:1:1:0:8:4:2:2:1:1:2:3:104:0:0,,1,numeric_signed_axes_full_v3,0.329483985901,,,,,0
net_log33:compact_data_driven:oneshot_v5_29:rank1,net_log33_compact_data_driven,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_29,49408,512,512,fp16,0,1,searched,compact_data_driven:compact_data_driven,20:128:128:512:128:128:64:16:16:1:1:0:8:8:2:2:1:97:1:4:4:0:0,,1,numeric_signed_axes_full_v3,0.101281604767,0.101549196243,0.101711597443,within_noise,within_noise,1
net_log33:compact_data_driven:oneshot_v5_30:rank1,net_log33_compact_data_driven,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_30,53248,384,1536,fp16,0,0,searched,compact_data_driven:compact_data_driven,20:64:256:1536:64:256:64:32:8:1:1:0:16:4:2:2:1:2:1:416:2:0:0,,1,numeric_signed_axes_full_v3,0.409723205566,0.393444404602,0.389117202759,regressed,regressed,1
net_log33:compact_data_driven:oneshot_v5_32:rank1,net_log33_compact_data_driven,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_32,16384,48,128,fp32,0,0,searched,compact_data_driven:compact_data_driven,20:256:48:128:256:48:32:4:4:1:1:0:4:4:2:2:1:1:1:0:0:0:2020,,1,numeric_signed_axes_full_v3,0.0230100011826,0.0241307997704,0.0255751991273,improved,improved,1
net_log33:direct_template_rule:oneshot_v5_01:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_01,3840,4608,6912,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:6912:128:256:64:16:8:1:1:0:8:4:2:2:1:3:1:10:18:0:0,,1,numeric_signed_axes_full_v3,0.896108779907,0.897167968746,0.883336791992,within_noise,regressed,1
net_log33:direct_template_rule:oneshot_v5_02:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_02,3199,4097,6529,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:6529:128:256:64:16:8:1:1:0:8:4:2:2:1:2:1:13:17:0:0,,1,numeric_signed_axes_full_v3,0.868924789429,0.871159210209,0.883097610477,within_noise,improved,1
net_log33:direct_template_rule:oneshot_v5_03:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_03,7680,2048,7168,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:7168:128:256:64:16:8:1:1:0:8:4:2:2:1:3:1:20:8:0:0,,1,numeric_signed_axes_full_v3,0.815431976318,0.814332809448,0.814226379395,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_04:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_04,2048,7680,7168,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:7168:128:256:64:16:8:1:1:0:8:4:2:2:1:1:3:16:10:0:0,,1,numeric_signed_axes_full_v3,0.809933166504,0.809899978638,0.809801635742,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_05:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_05,6912,7424,8704,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:8704:128:256:64:16:8:1:1:0:8:4:2:2:1:5:2:11:15:0:0,,1,numeric_signed_axes_full_v3,3.35538269043,3.34760192871,3.35672332764,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_06:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_06,3456,3712,768,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:352:1920:512:128:128:128:8:8:2:1:1:4:4:2:2:2:1:1:10:2:0:2,,1,numeric_signed_axes_full_v3,0.0999248027802,0.0997667980194,0.0996712017059,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_07:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_07,2560,3200,31744,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:256:1664:512:128:128:128:8:8:2:1:1:4:4:2:2:2:1:1:10:2:0:2,,1,numeric_signed_axes_full_v3,2.22320404053,2.22227035522,2.22204040527,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_08:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_08,512,320,30720,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:512:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:1:1:0:3,,1,numeric_signed_axes_full_v3,0.100100803375,0.0829703998566,0.0969419956207,regressed,regressed,1
net_log33:direct_template_rule:oneshot_v5_09:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_09,1153,897,19457,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:19457:128:256:64:16:8:1:1:0:8:4:2:2:1:1:1:10:4:0:0,,1,numeric_signed_axes_full_v3,0.437655181885,0.43670879364,0.437438812256,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_10:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_10,193,5632,14336,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:128:14336:128:128:64:16:16:1:1:0:8:8:2:2:1:1:9:2:5:0:0,,1,numeric_signed_axes_full_v3,0.212702007294,0.208397598267,0.20743560791,regressed,regressed,1
net_log33:direct_template_rule:oneshot_v5_11:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_11,5632,223,14336,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:224:14336:128:224:64:16:8:1:1:0:8:4:2:2:1:11:1:4:1:0:0,,1,numeric_signed_axes_full_v3,0.601852798462,0.595914382935,0.596734008789,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_12:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_12,3456,4096,6144,fp16,1,0,searched,direct_template_rule:direct_rule_policy,20:128:256:6144:128:256:64:16:8:1:1:0:8:4:2:2:1:2:1:14:16:0:0,,1,numeric_signed_axes_full_v3,0.64879119873,0.646497192383,0.647078399658,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_13:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_13,3328,3968,5888,fp16,0,1,searched,direct_template_rule:direct_rule_policy,20:256:128:5888:256:128:64:8:16:1:1:0:4:8:2:2:1:1:2:13:16:0:0,,1,numeric_signed_axes_full_v3,0.585898017883,0.586539611818,0.586115989687,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_14:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_14,2688,3328,5376,fp16,1,1,searched,direct_template_rule:direct_rule_policy,20:640:896:512:128:128:128:8:8:2:1:1:4:4:2:2:2:1:1:5:4:0:2,,1,numeric_signed_axes_full_v3,0.529197998047,0.391665992737,0.391985588074,regressed,regressed,1
net_log33:direct_template_rule:oneshot_v5_15:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_15,4864,6144,7936,bf16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:7936:128:256:64:16:8:1:1:0:8:4:2:2:1:3:2:13:12:0:0,,1,numeric_signed_axes_full_v3,1.76335006714,1.75555755615,1.76621597291,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_16:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_16,2047,2689,4993,bf16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:4993:128:256:64:16:8:1:1:0:8:4:2:2:1:1:1:16:11:0:0,,1,numeric_signed_axes_full_v3,0.307968006134,0.303733596802,0.307554397583,regressed,within_noise,1
net_log33:direct_template_rule:oneshot_v5_17:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_17,1664,2432,3328,fp32,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:3328:128:256:32:16:8:1:1:0:8:4:2:2:1:1:1:13:10:0:0,,1,numeric_signed_axes_full_v3,0.399559211731,0.399290390015,0.398646812439,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_18:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_18,160,832,5120,fp32,0,1,searched,direct_template_rule:direct_rule_policy,20:128:96:5120:128:96:64:8:8:1:1:0:4:4:2:2:1:1:1:2:9:0:0,,1,numeric_signed_axes_full_v3,0.042262802124,0.0429084014894,0.0423971986771,improved,within_noise,1
net_log33:direct_template_rule:oneshot_v5_19:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_19,1280,1792,2432,fp32,1,0,searched,direct_template_rule:direct_rule_policy,20:128:256:2432:128:256:32:16:8:1:1:0:8:4:2:2:1:1:1:10:7:0:0,,1,numeric_signed_axes_full_v3,0.163749198914,0.163586006165,0.164139595031,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_20:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_20,960,1408,1920,fp32,1,1,searched,direct_template_rule:direct_rule_policy,20:256:128:1920:256:128:32:8:16:1:1:0:4:8:2:2:1:1:1:4:11:0:0,,1,numeric_signed_axes_full_v3,0.0934840011597,0.0925020027161,0.0925347995758,regressed,regressed,1
net_log33:direct_template_rule:oneshot_v5_21:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_21,112,672,5120,fp32,0,1,searched,direct_template_rule:direct_rule_policy,20:112:48:5120:112:48:64:8:16:1:1:0:4:8:2:2:1:1:1:1:14:0:0,,1,numeric_signed_axes_full_v3,0.0429404020309,0.0430183982849,0.0420612001419,within_noise,regressed,1
net_log33:direct_template_rule:oneshot_v5_22:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_22,61440,416,512,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:512:128:256:64:16:8:1:1:0:8:4:2:2:1:120:1:4:2:0:0,,1,numeric_signed_axes_full_v3,0.197014808655,0.196650791168,0.196732406616,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_23:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_23,416,320,16384,fp32,0,0,searched,direct_template_rule:direct_rule_policy,20:80:128:16384:80:128:64:8:8:1:1:0:4:4:2:2:1:1:1:6:3:0:0,,1,numeric_signed_axes_full_v3,0.100262002945,0.100268802643,0.100261201859,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_24:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_24,2304,3072,512,bf16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:256:512:128:256:64:16:8:1:1:0:8:4:2:2:1:1:1:18:12:0:0,,1,numeric_signed_axes_full_v3,0.0481735992432,0.0481816005707,0.048414797783,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_25:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_25,16,272,6144,fp32,0,1,searched,direct_template_rule:direct_rule_policy,17:16:16:6144:16:16:256:24:2:1:1:0:24:1:2:2:2:1:1:1:17:1:10,,1,numeric_signed_axes_full_v3,0.0138427996635,0.0140763998032,0.0143216001987,within_noise,improved,1
net_log33:direct_template_rule:oneshot_v5_26:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_26,53248,176,192,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:128:176:192:128:176:80:3:3:1:1:0:3:3:2:2:1:1:1:0:0:0:1020,,1,numeric_signed_axes_full_v3,0.0682036018372,0.0683911991117,0.0683932018279,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_27:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_27,53248,128,192,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:256:128:192:128:128:64:6:3:1:1:0:3:3:2:2:2:1:1:208:1:1:20,,1,numeric_signed_axes_full_v3,0.0181591999531,0.0178787994385,0.0178820002079,regressed,regressed,1
net_log33:direct_template_rule:oneshot_v5_28:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_28,384,53248,1536,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:384:2688:384:128:128:128:9:6:3:1:1:3:3:2:2:2:1:1:1:20:0:2,,1,numeric_signed_axes_full_v3,0.294694404602,0.294421195984,0.29537000656,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_29:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_29,49408,512,512,fp16,0,1,searched,direct_template_rule:direct_rule_policy,20:4224:256:512:128:256:64:16:8:1:1:0:8:8:2:2:1:1:1:12:1:1:20,,1,numeric_signed_axes_full_v3,0.101685199738,0.101663198471,0.101664400101,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_30:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_30,53248,384,1536,fp16,0,0,searched,direct_template_rule:direct_rule_policy,20:2672:384:384:128:128:128:6:9:1:3:0:3:3:2:2:2:1:1:20:1:1:2,,1,numeric_signed_axes_full_v3,0.42514881134,0.433762817381,0.396611595154,improved,regressed,1
net_log33:direct_template_rule:oneshot_v5_31:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_31,73728,16,8,fp32,0,0,searched,direct_template_rule:direct_rule_policy,20:256:16:8:128:16:32:2:1:1:1:0:1:1:2:2:2:1:1:288:1:1:20,,1,numeric_signed_axes_full_v3,0.0162919998169,0.016125600338,0.0161459994316,within_noise,within_noise,1
net_log33:direct_template_rule:oneshot_v5_32:rank1,net_log33_direct_template_rule,Ascend910B3,20,8.1.RC1+toolkit-7.7.0.1.225,oneshot_v5_32,16384,48,128,fp32,0,0,searched,direct_template_rule:direct_rule_policy,20:128:48:128:128:48:64:2:2:1:1:0:2:2:2:2:1:1:1:0:0:0:2020,,1,numeric_signed_axes_full_v3,0.0253108000755,,,,,0
